"","id","sp","rep","site","ind","treatcode","warm","photo","chill","gen","lday","bday","ht","DBH","stom_d","sla","wood_den","cn"
"1068","ILEMUC06_HF_03","ILEMUC","6","HF","ILEMUC06_HF","CL1","15","12","chill1","ILE",37,17,3.5,2.6,NA,17.5298863636364,1.29906542056075,28.832375278919
"1069","ILEMUC06_HF_04","ILEMUC","6","HF","ILEMUC06_HF","CS2","15","08","chill2","ILE",44,30,3.5,2.6,NA,17.5298863636364,1.29906542056075,28.832375278919
"1070","ILEMUC06_HF_05","ILEMUC","6","HF","ILEMUC06_HF","WL0","20","12","chill0","ILE",26,18,3.5,2.6,NA,17.5298863636364,1.29906542056075,28.832375278919
"1071","ILEMUC06_HF_06","ILEMUC","6","HF","ILEMUC06_HF","CS1","15","08","chill1","ILE",44,23,3.5,2.6,NA,17.5298863636364,1.29906542056075,28.832375278919
"1072","ILEMUC06_HF_07","ILEMUC","6","HF","ILEMUC06_HF","CL0","15","12","chill0","ILE",43,34,3.5,2.6,NA,17.5298863636364,1.29906542056075,28.832375278919
"1073","ILEMUC06_HF_08","ILEMUC","6","HF","ILEMUC06_HF","WL2","20","12","chill2","ILE",27,14,3.5,2.6,NA,17.5298863636364,1.29906542056075,28.832375278919
"1074","ILEMUC06_HF_09","ILEMUC","6","HF","ILEMUC06_HF","CL2","15","12","chill2","ILE",37,23,3.5,2.6,NA,17.5298863636364,1.29906542056075,28.832375278919
"1075","ILEMUC06_HF_10","ILEMUC","6","HF","ILEMUC06_HF","WS2","20","08","chill2","ILE",56,56,3.5,2.6,NA,17.5298863636364,1.29906542056075,28.832375278919
"1076","ILEMUC06_HF_11","ILEMUC","6","HF","ILEMUC06_HF","WL1","20","12","chill1","ILE",13,13,3.5,2.6,NA,17.5298863636364,1.29906542056075,28.832375278919
"1077","ILEMUC06_HF_12","ILEMUC","6","HF","ILEMUC06_HF","CS0","15","08","chill0","ILE",68,33,3.5,2.6,NA,17.5298863636364,1.29906542056075,28.832375278919
"1078","ILEMUC06_SH_01","ILEMUC","6","SH","ILEMUC06_SH","CL1","15","12","chill1","ILE",22,13,3.5,1.5,NA,15.632602739726,1.6875,28.6677619555737
"1079","ILEMUC06_SH_03","ILEMUC","6","SH","ILEMUC06_SH","CS1","15","08","chill1","ILE",30,15,3.5,1.5,NA,15.632602739726,1.6875,28.6677619555737
"1080","ILEMUC06_SH_04","ILEMUC","6","SH","ILEMUC06_SH","CL2","15","12","chill2","ILE",23,13,3.5,1.5,NA,15.632602739726,1.6875,28.6677619555737
"1081","ILEMUC06_SH_05","ILEMUC","6","SH","ILEMUC06_SH","WS2","20","08","chill2","ILE",24,24,3.5,1.5,NA,15.632602739726,1.6875,28.6677619555737
"1082","ILEMUC06_SH_06","ILEMUC","6","SH","ILEMUC06_SH","WS0","20","08","chill0","ILE",27,12,3.5,1.5,NA,15.632602739726,1.6875,28.6677619555737
"1083","ILEMUC06_SH_07","ILEMUC","6","SH","ILEMUC06_SH","CL0","15","12","chill0","ILE",32,20,3.5,1.5,NA,15.632602739726,1.6875,28.6677619555737
"1084","ILEMUC06_SH_08","ILEMUC","6","SH","ILEMUC06_SH","WL1","20","12","chill1","ILE",13,8,3.5,1.5,NA,15.632602739726,1.6875,28.6677619555737
"1085","ILEMUC06_SH_09","ILEMUC","6","SH","ILEMUC06_SH","WL0","20","12","chill0","ILE",18,18,3.5,1.5,NA,15.632602739726,1.6875,28.6677619555737
"1086","ILEMUC06_SH_10","ILEMUC","6","SH","ILEMUC06_SH","WL2","20","12","chill2","ILE",14,14,3.5,1.5,NA,15.632602739726,1.6875,28.6677619555737
"1087","ILEMUC06_SH_11","ILEMUC","6","SH","ILEMUC06_SH","CS0","15","08","chill0","ILE",33,21,3.5,1.5,NA,15.632602739726,1.6875,28.6677619555737
"1088","ILEMUC06_SH_12","ILEMUC","6","SH","ILEMUC06_SH","CS2","15","08","chill2","ILE",30,13,3.5,1.5,NA,15.632602739726,1.6875,28.6677619555737
"1089","ILEMUC07_HF_01","ILEMUC","7","HF","ILEMUC07_HF","WL0","20","12","chill0","ILE",18,13,2.5,1.25,NA,19.6427397260274,1.60377358490566,24.4133715062698
"1090","ILEMUC07_HF_02","ILEMUC","7","HF","ILEMUC07_HF","CS0","15","08","chill0","ILE",39,13,2.5,1.25,NA,19.6427397260274,1.60377358490566,24.4133715062698
"1091","ILEMUC07_HF_03","ILEMUC","7","HF","ILEMUC07_HF","WS2","20","08","chill2","ILE",24,13,2.5,1.25,NA,19.6427397260274,1.60377358490566,24.4133715062698
"1092","ILEMUC07_HF_04","ILEMUC","7","HF","ILEMUC07_HF","CS2","15","08","chill2","ILE",30,17,2.5,1.25,NA,19.6427397260274,1.60377358490566,24.4133715062698
"1093","ILEMUC07_HF_05","ILEMUC","7","HF","ILEMUC07_HF","WS0","20","08","chill0","ILE",27,12,2.5,1.25,NA,19.6427397260274,1.60377358490566,24.4133715062698
"1094","ILEMUC07_HF_06","ILEMUC","7","HF","ILEMUC07_HF","CS1","15","08","chill1","ILE",30,9,2.5,1.25,NA,19.6427397260274,1.60377358490566,24.4133715062698
"1095","ILEMUC07_HF_07","ILEMUC","7","HF","ILEMUC07_HF","WL2","20","12","chill2","ILE",14,14,2.5,1.25,NA,19.6427397260274,1.60377358490566,24.4133715062698
"1096","ILEMUC07_HF_08","ILEMUC","7","HF","ILEMUC07_HF","CL1","15","12","chill1","ILE",22,8,2.5,1.25,NA,19.6427397260274,1.60377358490566,24.4133715062698
"1097","ILEMUC07_HF_10","ILEMUC","7","HF","ILEMUC07_HF","CL0","15","12","chill0","ILE",29,20,2.5,1.25,NA,19.6427397260274,1.60377358490566,24.4133715062698
"1098","ILEMUC07_HF_11","ILEMUC","7","HF","ILEMUC07_HF","WL1","20","12","chill1","ILE",13,8,2.5,1.25,NA,19.6427397260274,1.60377358490566,24.4133715062698
"1099","ILEMUC07_HF_12","ILEMUC","7","HF","ILEMUC07_HF","CL2","15","12","chill2","ILE",23,13,2.5,1.25,NA,19.6427397260274,1.60377358490566,24.4133715062698
"1100","ILEMUC07_SH_01","ILEMUC","7","SH","ILEMUC07_SH","CS0","15","08","chill0","ILE",33,21,5.25,1.2,NA,17.0422641509434,1.72307692307692,28.2850173578605
"1101","ILEMUC07_SH_02","ILEMUC","7","SH","ILEMUC07_SH","WS0","20","08","chill0","ILE",26,13,5.25,1.2,NA,17.0422641509434,1.72307692307692,28.2850173578605
"1102","ILEMUC07_SH_04","ILEMUC","7","SH","ILEMUC07_SH","CS1","15","08","chill1","ILE",30,15,5.25,1.2,NA,17.0422641509434,1.72307692307692,28.2850173578605
"1103","ILEMUC07_SH_05","ILEMUC","7","SH","ILEMUC07_SH","WS2","20","08","chill2","ILE",24,13,5.25,1.2,NA,17.0422641509434,1.72307692307692,28.2850173578605
"1104","ILEMUC07_SH_06","ILEMUC","7","SH","ILEMUC07_SH","CS2","15","08","chill2","ILE",23,13,5.25,1.2,NA,17.0422641509434,1.72307692307692,28.2850173578605
"1105","ILEMUC07_SH_07","ILEMUC","7","SH","ILEMUC07_SH","CL0","15","12","chill0","ILE",32,20,5.25,1.2,NA,17.0422641509434,1.72307692307692,28.2850173578605
"1106","ILEMUC07_SH_08","ILEMUC","7","SH","ILEMUC07_SH","CL1","15","12","chill1","ILE",13,8,5.25,1.2,NA,17.0422641509434,1.72307692307692,28.2850173578605
"1107","ILEMUC07_SH_09","ILEMUC","7","SH","ILEMUC07_SH","WL1","20","12","chill1","ILE",13,8,5.25,1.2,NA,17.0422641509434,1.72307692307692,28.2850173578605
"1108","ILEMUC07_SH_10","ILEMUC","7","SH","ILEMUC07_SH","CL2","15","12","chill2","ILE",23,13,5.25,1.2,NA,17.0422641509434,1.72307692307692,28.2850173578605
"1109","ILEMUC07_SH_11","ILEMUC","7","SH","ILEMUC07_SH","WL2","20","12","chill2","ILE",20,14,5.25,1.2,NA,17.0422641509434,1.72307692307692,28.2850173578605
"1110","ILEMUC07_SH_12","ILEMUC","7","SH","ILEMUC07_SH","WL0","20","12","chill0","ILE",18,13,5.25,1.2,NA,17.0422641509434,1.72307692307692,28.2850173578605
"1111","ILEMUC08_HF_01","ILEMUC","8","HF","ILEMUC08_HF","CL2","15","12","chill2","ILE",30,13,NA,NA,NA,NA,NA,NA
"1112","ILEMUC08_HF_02","ILEMUC","8","HF","ILEMUC08_HF","WS2","20","08","chill2","ILE",31,24,NA,NA,NA,NA,NA,NA
"1113","ILEMUC08_HF_03","ILEMUC","8","HF","ILEMUC08_HF","CL0","15","12","chill0","ILE",32,20,NA,NA,NA,NA,NA,NA
"1114","ILEMUC08_HF_04","ILEMUC","8","HF","ILEMUC08_HF","CS2","15","08","chill2","ILE",44,13,NA,NA,NA,NA,NA,NA
"1115","ILEMUC08_HF_05","ILEMUC","8","HF","ILEMUC08_HF","CS1","15","08","chill1","ILE",30,15,NA,NA,NA,NA,NA,NA
"1116","ILEMUC08_HF_06","ILEMUC","8","HF","ILEMUC08_HF","WL0","20","12","chill0","ILE",18,13,NA,NA,NA,NA,NA,NA
"1117","ILEMUC08_HF_08","ILEMUC","8","HF","ILEMUC08_HF","WS0","20","08","chill0","ILE",27,18,NA,NA,NA,NA,NA,NA
"1118","ILEMUC08_HF_09","ILEMUC","8","HF","ILEMUC08_HF","WL1","20","12","chill1","ILE",13,8,NA,NA,NA,NA,NA,NA
"1119","ILEMUC08_HF_10","ILEMUC","8","HF","ILEMUC08_HF","CL1","15","12","chill1","ILE",13,8,NA,NA,NA,NA,NA,NA
"1120","ILEMUC08_HF_11","ILEMUC","8","HF","ILEMUC08_HF","CS0","15","08","chill0","ILE",42,33,NA,NA,NA,NA,NA,NA
"1121","ILEMUC08_HF_12","ILEMUC","8","HF","ILEMUC08_HF","WL2","20","12","chill2","ILE",20,14,NA,NA,NA,NA,NA,NA
"1122","KALANG03_SH_01","KALANG","3","SH","KALANG03_SH","WL0","20","12","chill0","KAL",NA,29,1.2,0.5,NA,18.8125,1.84615384615385,33.791545742869
"1123","KALANG03_SH_02","KALANG","3","SH","KALANG03_SH","WS0","20","08","chill0","KAL",43,27,1.2,0.5,NA,18.8125,1.84615384615385,33.791545742869
"1124","KALANG03_SH_03","KALANG","3","SH","KALANG03_SH","CS0","15","08","chill0","KAL",NA,33,1.2,0.5,NA,18.8125,1.84615384615385,33.791545742869
"1125","KALANG03_SH_04","KALANG","3","SH","KALANG03_SH","CL0","15","12","chill0","KAL",NA,40,1.2,0.5,NA,18.8125,1.84615384615385,33.791545742869
"1126","KALANG04_SH_01","KALANG","4","SH","KALANG04_SH","WS0","20","08","chill0","KAL",NA,27,0.5,0.5,NA,22.49,1.72727272727273,20.5973626945477
"1127","KALANG04_SH_02","KALANG","4","SH","KALANG04_SH","CS0","15","08","chill0","KAL",NA,68,0.5,0.5,NA,22.49,1.72727272727273,20.5973626945477
"1128","KALANG04_SH_03","KALANG","4","SH","KALANG04_SH","CL0","15","12","chill0","KAL",NA,32,0.5,0.5,NA,22.49,1.72727272727273,20.5973626945477
"1129","KALANG04_SH_04","KALANG","4","SH","KALANG04_SH","WL0","20","12","chill0","KAL",NA,13,0.5,0.5,NA,22.49,1.72727272727273,20.5973626945477
"1130","KALANG05_SH_01","KALANG","5","SH","KALANG05_SH","CL0","15","12","chill0","KAL",32,32,NA,NA,NA,NA,NA,NA
"1131","KALANG05_SH_02","KALANG","5","SH","KALANG05_SH","CS0","15","08","chill0","KAL",NA,33,NA,NA,NA,NA,NA,NA
"1132","KALANG05_SH_03","KALANG","5","SH","KALANG05_SH","WL0","20","12","chill0","KAL",NA,26,NA,NA,NA,NA,NA,NA
"1133","KALANG05_SH_04","KALANG","5","SH","KALANG05_SH","WS0","20","08","chill0","KAL",NA,27,NA,NA,NA,NA,NA,NA
"1134","KALANG07_HF_01","KALANG","7","HF","KALANG07_HF","WS0","20","08","chill0","KAL",NA,27,0.5,1,299.7748478,30.4873333333333,1.73972602739726,16.1712539701828
"1135","KALANG07_HF_02","KALANG","7","HF","KALANG07_HF","CL0","15","12","chill0","KAL",NA,34,0.5,1,299.7748478,30.4873333333333,1.73972602739726,16.1712539701828
"1136","KALANG07_HF_03","KALANG","7","HF","KALANG07_HF","CS0","15","08","chill0","KAL",NA,39,0.5,1,299.7748478,30.4873333333333,1.73972602739726,16.1712539701828
"1137","KALANG07_HF_04","KALANG","7","HF","KALANG07_HF","WL0","20","12","chill0","KAL",NA,26,0.5,1,299.7748478,30.4873333333333,1.73972602739726,16.1712539701828
"1138","KALANG07_SH_01","KALANG","7","SH","KALANG07_SH","WS0","20","08","chill0","KAL",27,27,1,0.5,NA,17.6265,1.88888888888889,33.1605133264401
"1139","KALANG07_SH_02","KALANG","7","SH","KALANG07_SH","CS0","15","08","chill0","KAL",NA,33,1,0.5,NA,17.6265,1.88888888888889,33.1605133264401
"1140","KALANG07_SH_03","KALANG","7","SH","KALANG07_SH","CL0","15","12","chill0","KAL",NA,32,1,0.5,NA,17.6265,1.88888888888889,33.1605133264401
"1141","KALANG07_SH_04","KALANG","7","SH","KALANG07_SH","WL0","20","12","chill0","KAL",NA,29,1,0.5,NA,17.6265,1.88888888888889,33.1605133264401
"1142","KALANG08_SH_01","KALANG","8","SH","KALANG08_SH","WS0","20","08","chill0","KAL",NA,34,9.8,0.5,NA,16.6177777777778,1.7,31.8779333148737
"1143","KALANG08_SH_02","KALANG","8","SH","KALANG08_SH","CL0","15","12","chill0","KAL",NA,40,9.8,0.5,NA,16.6177777777778,1.7,31.8779333148737
"1144","KALANG08_SH_03","KALANG","8","SH","KALANG08_SH","CS0","15","08","chill0","KAL",NA,39,9.8,0.5,NA,16.6177777777778,1.7,31.8779333148737
"1145","KALANG08_SH_04","KALANG","8","SH","KALANG08_SH","WL0","20","12","chill0","KAL",NA,NA,9.8,0.5,NA,16.6177777777778,1.7,31.8779333148737
"1146","KALANG09_HF_01","KALANG","9","HF","KALANG09_HF","WL0","20","12","chill0","KAL",NA,26,0.6,1,NA,32.725,1.28571428571429,14.8491980073886
"1147","KALANG09_HF_02","KALANG","9","HF","KALANG09_HF","CS0","15","08","chill0","KAL",NA,33,0.6,1,NA,32.725,1.28571428571429,14.8491980073886
"1148","KALANG09_HF_03","KALANG","9","HF","KALANG09_HF","CL0","15","12","chill0","KAL",NA,32,0.6,1,NA,32.725,1.28571428571429,14.8491980073886
"1149","KALANG09_HF_04","KALANG","9","HF","KALANG09_HF","WS0","20","08","chill0","KAL",NA,26,0.6,1,NA,32.725,1.28571428571429,14.8491980073886
"1150","KALANG11_HF_01","KALANG","11","HF","KALANG11_HF","WL0","20","12","chill0","KAL",NA,26,0.6,1,491.6307505,24.19625,1.67647058823529,24.0591572987197
"1151","KALANG11_HF_02","KALANG","11","HF","KALANG11_HF","CL0","15","12","chill0","KAL",NA,34,0.6,1,491.6307505,24.19625,1.67647058823529,24.0591572987197
"1152","KALANG11_HF_03","KALANG","11","HF","KALANG11_HF","WS0","20","08","chill0","KAL",NA,26,0.6,1,491.6307505,24.19625,1.67647058823529,24.0591572987197
"1153","KALANG11_HF_04","KALANG","11","HF","KALANG11_HF","CS0","15","08","chill0","KAL",68,33,0.6,1,491.6307505,24.19625,1.67647058823529,24.0591572987197
"1154","KALANG12_HF_01","KALANG","12","HF","KALANG12_HF","WL0","20","12","chill0","KAL",NA,29,0.5,1,NA,21.026,1.85714285714286,16.4593247358916
"1155","KALANG12_HF_02","KALANG","12","HF","KALANG12_HF","CL0","15","12","chill0","KAL",NA,34,0.5,1,NA,21.026,1.85714285714286,16.4593247358916
"1156","KALANG12_HF_03","KALANG","12","HF","KALANG12_HF","WS0","20","08","chill0","KAL",27,27,0.5,1,NA,21.026,1.85714285714286,16.4593247358916
"1157","KALANG12_HF_04","KALANG","12","HF","KALANG12_HF","CS0","15","08","chill0","KAL",NA,33,0.5,1,NA,21.026,1.85714285714286,16.4593247358916
"1158","KALANG13_HF_01","KALANG","13","HF","KALANG13_HF","CS0","15","08","chill0","KAL",NA,33,NA,NA,NA,NA,NA,NA
"1159","KALANG13_HF_02","KALANG","13","HF","KALANG13_HF","CL0","15","12","chill0","KAL",34,34,NA,NA,NA,NA,NA,NA
"1160","KALANG13_HF_03","KALANG","13","HF","KALANG13_HF","WL0","20","12","chill0","KAL",NA,29,NA,NA,NA,NA,NA,NA
"1161","KALANG13_HF_04","KALANG","13","HF","KALANG13_HF","WS0","20","08","chill0","KAL",NA,27,NA,NA,NA,NA,NA,NA
"1162","KALANG14_HF_01","KALANG","14","HF","KALANG14_HF","WS0","20","08","chill0","KAL",34,27,0.9,1,NA,21.8722222222222,1.39130434782609,19.6566395703426
"1163","KALANG14_HF_02","KALANG","14","HF","KALANG14_HF","WL0","20","12","chill0","KAL",26,26,0.9,1,NA,21.8722222222222,1.39130434782609,19.6566395703426
"1164","KALANG14_HF_03","KALANG","14","HF","KALANG14_HF","CS0","15","08","chill0","KAL",NA,33,0.9,1,NA,21.8722222222222,1.39130434782609,19.6566395703426
"1165","KALANG14_HF_04","KALANG","14","HF","KALANG14_HF","CL0","15","12","chill0","KAL",NA,32,0.9,1,NA,21.8722222222222,1.39130434782609,19.6566395703426
"1166","KALANG99_SH_01","KALANG","99","SH","KALANG99_SH","WS0","20","08","chill0","KAL",27,27,NA,NA,NA,NA,NA,NA
"1167","KALANG99_SH_02","KALANG","99","SH","KALANG99_SH","CS0","15","08","chill0","KAL",82,33,NA,NA,NA,NA,NA,NA
"1168","KALANG99_SH_03","KALANG","99","SH","KALANG99_SH","CL0","15","12","chill0","KAL",NA,40,NA,NA,NA,NA,NA,NA
"1169","KALANG99_SH_04","KALANG","99","SH","KALANG99_SH","WL0","20","12","chill0","KAL",NA,26,NA,NA,NA,NA,NA,NA
"1170","LONCAN01_HF_01","LONCAN","1","HF","LONCAN01_HF","CL0","15","12","chill0","LON",29,12,2.3,1.3,34.25998261,39.7162962962963,1.71428571428571,29.5537467006174
"1171","LONCAN01_HF_02","LONCAN","1","HF","LONCAN01_HF","CS0","15","08","chill0","LON",33,13,2.3,1.3,34.25998261,39.7162962962963,1.71428571428571,29.5537467006174
"1172","LONCAN01_HF_03","LONCAN","1","HF","LONCAN01_HF","WL0","20","12","chill0","LON",18,13,2.3,1.3,34.25998261,39.7162962962963,1.71428571428571,29.5537467006174
"1173","LONCAN01_HF_04","LONCAN","1","HF","LONCAN01_HF","WS0","20","08","chill0","LON",26,13,2.3,1.3,34.25998261,39.7162962962963,1.71428571428571,29.5537467006174
"1174","LONCAN01_SH_01","LONCAN","1","SH","LONCAN01_SH","WS0","20","08","chill0","LON",18,12,5.25,0.5,54.81597218,34.8678048780488,1.76190476190476,38.8592672441382
"1175","LONCAN01_SH_02","LONCAN","1","SH","LONCAN01_SH","CL0","15","12","chill0","LON",20,20,5.25,0.5,54.81597218,34.8678048780488,1.76190476190476,38.8592672441382
"1176","LONCAN01_SH_03","LONCAN","1","SH","LONCAN01_SH","WL0","20","12","chill0","LON",18,13,5.25,0.5,54.81597218,34.8678048780488,1.76190476190476,38.8592672441382
"1177","LONCAN01_SH_04","LONCAN","1","SH","LONCAN01_SH","CS0","15","08","chill0","LON",33,13,5.25,0.5,54.81597218,34.8678048780488,1.76190476190476,38.8592672441382
"1178","LONCAN02_HF_01","LONCAN","2","HF","LONCAN02_HF","CL0","15","12","chill0","LON",29,20,NA,NA,53.10297305,39.9197777777778,1.56410256410256,32.2209917344477
"1179","LONCAN02_HF_02","LONCAN","2","HF","LONCAN02_HF","WL0","20","12","chill0","LON",33,26,NA,NA,53.10297305,39.9197777777778,1.56410256410256,32.2209917344477
"1180","LONCAN02_HF_03","LONCAN","2","HF","LONCAN02_HF","WS0","20","08","chill0","LON",27,18,NA,NA,53.10297305,39.9197777777778,1.56410256410256,32.2209917344477
"1181","LONCAN02_HF_04","LONCAN","2","HF","LONCAN02_HF","CS0","15","08","chill0","LON",33,13,NA,NA,53.10297305,39.9197777777778,1.56410256410256,32.2209917344477
"1182","LONCAN04_HF_01","LONCAN","4","HF","LONCAN04_HF","WL0","20","12","chill0","LON",13,13,NA,NA,51.38997392,38.0855555555556,2.4,29.7504248635343
"1183","LONCAN04_HF_02","LONCAN","4","HF","LONCAN04_HF","CS0","15","08","chill0","LON",33,21,NA,NA,51.38997392,38.0855555555556,2.4,29.7504248635343
"1184","LONCAN04_HF_03","LONCAN","4","HF","LONCAN04_HF","WS0","20","08","chill0","LON",18,12,NA,NA,51.38997392,38.0855555555556,2.4,29.7504248635343
"1185","LONCAN04_HF_04","LONCAN","4","HF","LONCAN04_HF","CL0","15","12","chill0","LON",20,20,NA,NA,51.38997392,38.0855555555556,2.4,29.7504248635343
"1186","LONCAN05_HF_01","LONCAN","5","HF","LONCAN05_HF","CL0","15","12","chill0","LON",29,20,NA,NA,58.24197044,37.7427777777778,2.07142857142857,30.2829247012343
"1187","LONCAN05_HF_02","LONCAN","5","HF","LONCAN05_HF","WS0","20","08","chill0","LON",27,12,NA,NA,58.24197044,37.7427777777778,2.07142857142857,30.2829247012343
"1188","LONCAN05_HF_03","LONCAN","5","HF","LONCAN05_HF","WL0","20","12","chill0","LON",26,13,NA,NA,58.24197044,37.7427777777778,2.07142857142857,30.2829247012343
"1189","LONCAN05_HF_04","LONCAN","5","HF","LONCAN05_HF","CS0","15","08","chill0","LON",39,21,NA,NA,58.24197044,37.7427777777778,2.07142857142857,30.2829247012343
"1190","LONCAN05_SH_01","LONCAN","5","SH","LONCAN05_SH","CL0","15","12","chill0","LON",29,12,4.5,0.5,42.82497826,30.7928571428571,1.77777777777778,41.466842789039
"1191","LONCAN05_SH_02","LONCAN","5","SH","LONCAN05_SH","WL0","20","12","chill0","LON",18,13,4.5,0.5,42.82497826,30.7928571428571,1.77777777777778,41.466842789039
"1192","LONCAN05_SH_03","LONCAN","5","SH","LONCAN05_SH","CS0","15","08","chill0","LON",33,13,4.5,0.5,42.82497826,30.7928571428571,1.77777777777778,41.466842789039
"1193","LONCAN05_SH_04","LONCAN","5","SH","LONCAN05_SH","WS0","20","08","chill0","LON",27,12,4.5,0.5,42.82497826,30.7928571428571,1.77777777777778,41.466842789039
"1194","LONCAN06_HF_01","LONCAN","6","HF","LONCAN06_HF","WS0","20","08","chill0","LON",27,12,NA,NA,NA,32.9642307692308,1.38888888888889,25.5948745254135
"1195","LONCAN06_HF_02","LONCAN","6","HF","LONCAN06_HF","CS0","15","08","chill0","LON",33,13,NA,NA,NA,32.9642307692308,1.38888888888889,25.5948745254135
"1196","LONCAN06_HF_03","LONCAN","6","HF","LONCAN06_HF","CL0","15","12","chill0","LON",29,20,NA,NA,NA,32.9642307692308,1.38888888888889,25.5948745254135
"1197","LONCAN06_HF_04","LONCAN","6","HF","LONCAN06_HF","WL0","20","12","chill0","LON",NA,NA,NA,NA,NA,32.9642307692308,1.38888888888889,25.5948745254135
"1198","LONCAN07_HF_01","LONCAN","7","HF","LONCAN07_HF","WL0","20","12","chill0","LON",13,13,1.2,1,NA,38.1454237288136,1.78260869565217,27.6381001874663
"1199","LONCAN07_HF_02","LONCAN","7","HF","LONCAN07_HF","CS0","15","08","chill0","LON",68,53,1.2,1,NA,38.1454237288136,1.78260869565217,27.6381001874663
"1200","LONCAN07_HF_03","LONCAN","7","HF","LONCAN07_HF","CL0","15","12","chill0","LON",20,12,1.2,1,NA,38.1454237288136,1.78260869565217,27.6381001874663
"1201","LONCAN07_HF_04","LONCAN","7","HF","LONCAN07_HF","WS0","20","08","chill0","LON",27,6,1.2,1,NA,38.1454237288136,1.78260869565217,27.6381001874663
"1202","LONCAN99_SH_01","LONCAN","99","SH","LONCAN99_SH","WL0","20","12","chill0","LON",13,13,0.25,0.5,NA,39.268125,1.93333333333333,29.3550582019076
"1203","LONCAN99_SH_02","LONCAN","99","SH","LONCAN99_SH","CS0","15","08","chill0","LON",33,21,0.25,0.5,NA,39.268125,1.93333333333333,29.3550582019076
"1204","LONCAN99_SH_03","LONCAN","99","SH","LONCAN99_SH","WS0","20","08","chill0","LON",27,27,0.25,0.5,NA,39.268125,1.93333333333333,29.3550582019076
"1205","LONCAN99_SH_04","LONCAN","99","SH","LONCAN99_SH","CL0","15","12","chill0","LON",32,20,0.25,0.5,NA,39.268125,1.93333333333333,29.3550582019076
"1206","LYOLIG05_HF_01","LYOLIG","5","HF","LYOLIG05_HF","WL0","20","12","chill0","LYO",53,39,3,1.5,145.6049261,47.8506818181818,1.95121951219512,24.0264188570305
"1207","LYOLIG05_HF_02","LYOLIG","5","HF","LYOLIG05_HF","CS0","15","08","chill0","LYO",NA,NA,3,1.5,145.6049261,47.8506818181818,1.95121951219512,24.0264188570305
"1208","LYOLIG05_HF_03","LYOLIG","5","HF","LYOLIG05_HF","CL0","15","12","chill0","LYO",NA,54,3,1.5,145.6049261,47.8506818181818,1.95121951219512,24.0264188570305
"1209","LYOLIG05_HF_04","LYOLIG","5","HF","LYOLIG05_HF","WS0","20","08","chill0","LYO",18,12,3,1.5,145.6049261,47.8506818181818,1.95121951219512,24.0264188570305
"1210","LYOLIG06_HF_01","LYOLIG","6","HF","LYOLIG06_HF","WS0","20","08","chill0","LYO",43,26,2,1.5,131.9009331,14.4025,2.28571428571429,28.5827337825116
"1211","LYOLIG06_HF_02","LYOLIG","6","HF","LYOLIG06_HF","CL0","15","12","chill0","LYO",61,40,2,1.5,131.9009331,14.4025,2.28571428571429,28.5827337825116
"1212","LYOLIG06_HF_03","LYOLIG","6","HF","LYOLIG06_HF","CS0","15","08","chill0","LYO",82,39,2,1.5,131.9009331,14.4025,2.28571428571429,28.5827337825116
"1213","LYOLIG06_HF_04","LYOLIG","6","HF","LYOLIG06_HF","WL0","20","12","chill0","LYO",39,26,2,1.5,131.9009331,14.4025,2.28571428571429,28.5827337825116
"1214","LYOLIG07_HF_01","LYOLIG","7","HF","LYOLIG07_HF","WL0","20","12","chill0","LYO",39,26,2.5,3.5,135.3269313,19.8094871794872,2.16363636363636,22.3866958436842
"1215","LYOLIG07_HF_02","LYOLIG","7","HF","LYOLIG07_HF","WS0","20","08","chill0","LYO",43,27,2.5,3.5,135.3269313,19.8094871794872,2.16363636363636,22.3866958436842
"1216","LYOLIG07_HF_03","LYOLIG","7","HF","LYOLIG07_HF","CL0","15","12","chill0","LYO",54,12,2.5,3.5,135.3269313,19.8094871794872,2.16363636363636,22.3866958436842
"1217","LYOLIG07_HF_04","LYOLIG","7","HF","LYOLIG07_HF","CS0","15","08","chill0","LYO",82,47,2.5,3.5,135.3269313,19.8094871794872,2.16363636363636,22.3866958436842
"1218","LYOLIG08_HF_01","LYOLIG","8","HF","LYOLIG08_HF","WS0","20","08","chill0","LYO",34,27,2.5,1.75,NA,21.7069135802469,2.03508771929825,22.4847405058354
"1219","LYOLIG08_HF_02","LYOLIG","8","HF","LYOLIG08_HF","CL0","15","12","chill0","LYO",54,32,2.5,1.75,NA,21.7069135802469,2.03508771929825,22.4847405058354
"1220","LYOLIG08_HF_03","LYOLIG","8","HF","LYOLIG08_HF","CS0","15","08","chill0","LYO",68,42,2.5,1.75,NA,21.7069135802469,2.03508771929825,22.4847405058354
"1221","LYOLIG08_HF_04","LYOLIG","8","HF","LYOLIG08_HF","WL0","20","12","chill0","LYO",42,26,2.5,1.75,NA,21.7069135802469,2.03508771929825,22.4847405058354
"1222","LYOLIG09_HF_01","LYOLIG","9","HF","LYOLIG09_HF","CS0","15","08","chill0","LYO",68,33,3,2.5,NA,20.4767010309278,2.30588235294118,20.7900714779085
"1223","LYOLIG09_HF_02","LYOLIG","9","HF","LYOLIG09_HF","WL0","20","12","chill0","LYO",29,26,3,2.5,NA,20.4767010309278,2.30588235294118,20.7900714779085
