collected.by,site,species,indiv.no,leaf.no,area
dl,KL,Sorsco,9,3,151.587
dl,KL,Sorsco,9,4,125.125
dl,KL,Sorsco,9,5,102.121
dl,KL,Sorsco,8,1,122.614
dl,KL,Sorsco,8,2,135.612
dl,KL,Sorsco,8,3,77.644
dl,KL,Sorsco,8,4,69.849
dl,KL,Sorsco,8,5,131.916
dl,KL,Sorsco,7,1,102.107
dl,KL,Sorsco,7,2,90.591
dl,KL,Sorsco,7,3,137.353
dl,KL,Sorsco,7,4,105.701
dl,KL,Sorsco,7,5,133.213
dl,sm,Vibedu,11_2nd,1,33.258
dl,sm,Vibedu,11_2nd,2,31.408
dl,sm,Vibedu,11_2nd,3,24.621
dl,sm,Vibedu,11_2nd,4,31.528
dl,sm,Vibedu,11_2nd,5,28.852
dl,sm,Vacmem,5,1,8.463
dl,sm,Vacmem,5,2,7.95
dl,sm,Vacmem,5,3,5.116
dl,sm,Vacmem,5,4,6.951
dl,sm,Vacmem,5,5,6.263
dl,sm,Menfer,8,1,6.569
dl,sm,Menfer,8,2,4.949
dl,sm,Menfer,8,3,3.333
dl,sm,Menfer,8,4,4.606
dl,sm,Menfer,8,5,3.707
dl,sm,Symalb,12_2nd,1,9.676
dl,sm,Symalb,12_2nd,2,6.781
dl,sm,Symalb,12_2nd,3,8.133
dl,sm,Symalb,12_2nd,4,5.594
dl,sm,Symalb,12_2nd,5,5.068
dl,sm,Symalb,9_2nd,1,8.369
dl,sm,Symalb,9_2nd,2,10.057
dl,sm,Symalb,9_2nd,3,7.522
dl,sm,Symalb,9_2nd,4,10.148
dl,sm,Symalb,9_2nd,5,7.046
dl,sm,Sorsco,12_2nd,1,201.064
dl,sm,Sorsco,12_2nd,2,252.962
dl,sm,Sorsco,12_2nd,3,178.112
dl,sm,Sorsco,12_2nd,4,170.949
dl,sm,Sorsco,12_2nd,5,113.531
dl,sm,Sorsco,12,1,163.292
dl,sm,Sorsco,12,2,92.131
dl,sm,Sorsco,12,3,134.004
dl,sm,Sorsco,12,4,99.824
dl,sm,Sorsco,12,5,113.531
dl,sm,Sorsco,11,1,115.126
dl,sm,Sorsco,11,2,87.7746
dl,sm,Sorsco,11,3,140.509
dl,sm,Sorsco,11,4,146.761
dl,sm,Sorsco,11,5,120.745
dl,sm,Sorsco,10,1,302.082
dl,sm,Sorsco,10,2,104.094
dl,sm,Sorsco,10,3,142.4
dl,sm,Sorsco,10,4,213.555
dl,sm,Sorsco,10,5,138.679
dl,sm,Alninc,1_2nd,1,24.093
dl,sm,Alninc,1_2nd,2,23.132
dl,sm,Alninc,1_2nd,3,23.599
dl,sm,Alninc,1_2nd,4,21.37
dl,sm,Alninc,1_2nd,5,18.875
dl,sm,Alnvir,9,1,6.048
dl,sm,Alnvir,9,2,6.762
dl,sm,Alnvir,9,3,5.604
dl,sm,Alnvir,9,4,3.149
dl,sm,Alnvir,9,5,4.303
dl,sm,Vacmem,3,1,29.313
dl,sm,Vacmem,3,2,39.634
dl,sm,Vacmem,3,3,35.596
dl,sm,Vacmem,3,4,27.125
dl,sm,Vacmem,3,5,37.996
dl,sm,Riblac,12_2nd,1,16.588
dl,sm,Riblac,12_2nd,2,13.576
dl,sm,Riblac,12_2nd,3,11.223
dl,sm,Riblac,12_2nd,4,11.155
dl,sm,Riblac,12_2nd,5,11.526
dl,af,acegla,5,1,70.136
dl,af,acegla,5,2,62.647
dl,af,acegla,5,3,87.734
dl,af,acegla,6,1,73.752
dl,af,acegla,6,2,54.09
dl,af,acegla,6,3,47.886
ks,sm,acegla,9,1,44.509
ks,sm,acegla,9,2,40.159
ks,sm,acegla,9,3,27.55
ks,sm,acegla,9,4,31.933
ks,sm,acegla,9,5,30.167
ks,sm,acegla,10,1,42.881
ks,sm,acegla,10,2,29.24
ks,sm,acegla,10,3,36.192
ks,sm,acegla,10,4,24.344
ks,sm,acegla,10,5,37.488
ks,sm,alnvir,8,1,47.844
ks,sm,alnvir,8,2,38.6
ks,sm,alnvir,8,3,25.011
ks,sm,alnvir,8,4,31.367
ks,sm,alnvir,8,5,38.838
ks,sm,amealn,2,1,17.942
ks,sm,amealn,2,2,27.641
ks,sm,amealn,2,3,14.846
ks,sm,amealn,2,4,34.044
ks,sm,amealn,2,5,22.788
ks,sm,amealn,8,1,13.395
ks,sm,amealn,8,2,13.248
ks,sm,amealn,8,3,8.322
ks,sm,amealn,8,4,20.708
ks,sm,amealn,8,5,13.083
ks,sm,amealn,9,1,11.916
ks,sm,amealn,9,2,16.256
ks,sm,amealn,9,3,12.121
ks,sm,amealn,9,4,13.001
ks,sm,amealn,9,5,11.934
ks,sm,amealn,10,1,7.186
ks,sm,amealn,10,2,6.012
ks,sm,amealn,10,3,13.417
ks,sm,amealn,10,4,7.97
ks,sm,amealn,10,5,7.856
ks,sm,betpap,8,1,37.858
ks,sm,betpap,8,2,47.527
ks,sm,betpap,8,3,33.724
ks,sm,betpap,8,4,40.763
ks,sm,betpap,8,5,22.614
ks,sm,betpap,9,1,57.535
ks,sm,betpap,9,2,28.806
ks,sm,betpap,9,3,50.475
ks,sm,betpap,9,4,47.646
ks,sm,betpap,9,5,48.85
ks,sm,betpap,10,1,58.475
ks,sm,betpap,10,2,42.51
ks,sm,betpap,10,3,58.04
ks,sm,betpap,10,4,69.636
ks,sm,betpap,10,5,44.004
ks,sm,betpap,13,1,25.289
ks,sm,betpap,13,2,29.532
ks,sm,betpap,13,3,22.191
ks,sm,betpap,13,4,25.842
ks,sm,betpap,13,5,17.617
ks,sm,corsto,11,1,37.368
ks,sm,corsto,11,2,25.327
ks,sm,corsto,11,3,30.94
ks,sm,corsto,11,4,36.467
ks,sm,corsto,11,5,53.958
ks,sm,loninv,6,1,31.972
ks,sm,loninv,6,2,23.914
ks,sm,loninv,6,3,42.875
ks,sm,loninv,6,4,23.758
ks,sm,loninv,6,5,42.197
ks,sm,rosaci,4,1,25.691
ks,sm,rosaci,4,2,31.167
ks,sm,rosaci,4,3,62.717
ks,sm,rosaci,4,4,34.707
ks,sm,rosaci,4,5,34.553
ks,sm,rosaci,7,1,37.644
ks,sm,rosaci,7,2,30.194
ks,sm,rosaci,7,3,49.466
ks,sm,rosaci,7,4,25.899
ks,sm,rosaci,7,5,37.138
ks,sm,rosaci,8,1,32.256
ks,sm,rosaci,8,2,39.093
ks,sm,rosaci,8,3,22.609
ks,sm,rosaci,8,4,27.827
ks,sm,rosaci,8,5,33.587
ks,sm,rosaci,9,1,39.111
ks,sm,rosaci,9,2,31.019
ks,sm,rosaci,9,3,33.278
ks,sm,rosaci,9,4,46.311
ks,sm,rosaci,9,5,36.936
ks,sm,rosaci,10,1,37.106
ks,sm,rosaci,10,2,29.085
ks,sm,rosaci,10,3,31.471
ks,sm,rosaci,10,4,33.724
ks,sm,rosaci,10,5,30.619
ks,sm,rubpar,4,1,131.359
ks,sm,rubpar,4,2,85.278
ks,sm,rubpar,4,3,116.015
ks,sm,rubpar,4,4,166.034
ks,sm,rubpar,4,5,180.189
ks,sm,rubpar,5,1,116.777
ks,sm,rubpar,5,2,93.24
ks,sm,rubpar,5,3,204.279
ks,sm,rubpar,5,4,116.553
ks,sm,rubpar,5,5,62.626
ks,sm,rubpar,7,1,201.641
ks,sm,rubpar,7,2,181.86
ks,sm,rubpar,7,3,152.56
ks,sm,rubpar,7,4,171.628
ks,sm,rubpar,7,5,210.626
ks,sm,spibet,1,1,12.574
ks,sm,spibet,1,2,19.781
ks,sm,spibet,1,3,26.982
ks,sm,spibet,1,4,23.654
ks,sm,spibet,1,5,22.347
ks,sm,spibet,2,1,16.885
ks,sm,spibet,2,2,19.261
ks,sm,spibet,2,3,16.079
ks,sm,spibet,2,4,13.012
ks,sm,spibet,2,5,16.36
ks,sm,spibet,3,1,27.258
ks,sm,spibet,3,2,19.99
ks,sm,spibet,3,3,19.921
ks,sm,spibet,3,4,11.129
ks,sm,spibet,3,5,19.38
ks,sm,spibet,4,1,27.415
ks,sm,spibet,4,2,16.244
ks,sm,spibet,4,3,27.198
ks,sm,spibet,4,4,14.297
ks,sm,spibet,4,5,18.46
ks,sm,spibet,5,1,18.119
ks,sm,spibet,5,2,23.784
ks,sm,spibet,5,3,18.57
ks,sm,spibet,5,4,15.974
ks,sm,spibet,5,5,17.64
ks,sm,spibet,6,1,20.333
ks,sm,spibet,6,2,30.435
ks,sm,spibet,6,3,29.886
ks,sm,spibet,6,4,46.845
ks,sm,spibet,6,5,39.359
ks,sm,spibet,7,1,28.195
ks,sm,spibet,7,2,16.388
ks,sm,spibet,7,3,24.414
ks,sm,spibet,7,4,25.122
ks,sm,spibet,7,5,21.863
ks,sm,spibet,8,1,12.599
ks,sm,spibet,8,2,12.492
ks,sm,spibet,8,3,40.121
ks,sm,spibet,8,4,22.515
ks,sm,spibet,8,5,24.226
ks,sm,spibet,9,1,19.783
ks,sm,spibet,9,2,14.66
ks,sm,spibet,9,3,21.503
ks,sm,spibet,9,4,22.442
ks,sm,spibet,9,5,20.917
ks,sm,spibet,10,1,24.431
ks,sm,spibet,10,2,18.904
ks,sm,spibet,10,3,20.163
ks,sm,spibet,10,4,23.902
ks,sm,spibet,10,5,21.022
ks,sm,symalb,4,1,9.597
ks,sm,symalb,4,2,6.463
ks,sm,symalb,4,3,5.664
ks,sm,symalb,4,4,8.618
ks,sm,symalb,4,5,6.442
ks,sm,symalb,4,6,6.891
ks,sm,symalb,4,7,5.203
ks,sm,symalb,4,8,6.315
ks,sm,symalb,4,9,9.306
ks,sm,symalb,11,1,5.802
ks,sm,symalb,11,2,5.194
ks,sm,symalb,11,3,6.681
ks,sm,symalb,11,4,4.2
ks,sm,symalb,11,5,8.542
ks,sm,vibedu,7,1,44.796
ks,sm,vibedu,7,2,39.342
ks,sm,vibedu,7,3,49.716
ks,sm,vibedu,7,4,33.055
ks,sm,vibedu,7,5,53.213
ks,sm,vibedu,12,1,53.747
ks,sm,vibedu,12,2,74.476
ks,sm,vibedu,12,3,66.093
ks,sm,vibedu,12,4,68.504
ks,sm,vibedu,12,5,62.994
my,mp,acegla,8,1,72.668
my,mp,acegla,8,2,26.544
my,mp,acegla,8,3,77.441
my,mp,acegla,8,4,40.227
my,mp,acegla,8,5,67.559
my,mp,acegla,7,1,50.331
my,mp,acegla,7,2,54.739
my,mp,acegla,7,3,61.403
my,mp,acegla,7,4,49.794
my,mp,acegla,7,5,39.898
my,mp,acegla,9,1,66.312
my,mp,acegla,9,2,59.637
my,mp,acegla,9,3,47.588
my,mp,acegla,9,4,85.987
my,mp,acegla,9,5,78.597
my,mp,acegla,10,1,55.334
my,mp,acegla,10,2,60.972
my,mp,acegla,10,3,44.074
my,mp,acegla,10,4,43.538
my,mp,acegla,10,5,61.413
my,mp,alninc,7,1,19.735
my,mp,alninc,7,2,20.559
my,mp,alninc,7,3,17.556
my,mp,alninc,7,4,19.729
my,mp,alninc,7,5,22.361
my,mp,alninc,3,1,25.923
my,mp,alninc,3,2,28.082
my,mp,alninc,3,3,32.895
my,mp,alninc,3,4,22.384
my,mp,alninc,3,5,22.841
my,mp,amealn,1,1,6.886
my,mp,amealn,1,2,12.291
my,mp,amealn,1,3,7.194
my,mp,amealn,1,4,8.117
my,mp,amealn,1,5,7.433
my,mp,amealn,3,1,6.501
my,mp,amealn,3,2,6.212
my,mp,amealn,3,3,5.731
my,mp,amealn,3,4,5.488
my,mp,amealn,3,5,4.588
my,mp,loninv,3,1,35.051
my,mp,loninv,3,2,39.664
my,mp,loninv,3,3,36.29
my,mp,loninv,3,4,51.326
my,mp,loninv,3,5,42.894
my,mp,loninv,9,1,12.13
my,mp,loninv,9,2,8.885
my,mp,loninv,9,3,9.818
my,mp,loninv,9,4,10.218
my,mp,loninv,9,5,12.009
my,mp,poptre,7,1,8.963
my,mp,poptre,7,2,7.708
my,mp,poptre,7,3,10.621
my,mp,poptre,7,4,9.443
my,mp,poptre,7,5,10.041
my,mp,poptre,11,1,9.314
my,mp,poptre,11,2,13.649
my,mp,poptre,11,3,10.096
my,mp,poptre,11,4,12.971
my,mp,poptre,11,5,11.519
my,mp,rhoalb,3,1,15.162
my,mp,rhoalb,3,2,13.088
my,mp,rhoalb,3,3,16.375
my,mp,rhoalb,3,4,12.594
my,mp,rhoalb,3,5,16.034
my,mp,rhoalb,2,1,15.85
my,mp,rhoalb,2,2,13.594
my,mp,rhoalb,2,3,16.495
my,mp,rhoalb,2,4,11.54
my,mp,rhoalb,2,5,8.669
my,mp,riblac,7,1,5.792
my,mp,riblac,7,2,10.938
my,mp,riblac,7,3,6.699
my,mp,riblac,7,4,16.284
my,mp,riblac,7,5,11.033
my,mp,riblac,10,1,12.726
my,mp,riblac,10,2,6.706
my,mp,riblac,10,3,15.138
my,mp,riblac,10,4,10.055
my,mp,riblac,10,5,16.207
my,mp,rosaci,7,1,18.106
my,mp,rosaci,7,2,13.193
my,mp,rosaci,7,3,14.042
my,mp,rosaci,7,4,22.294
my,mp,rosaci,7,5,20.476
my,mp,rosaci,8,1,31.528
my,mp,rosaci,8,2,24.012
my,mp,rosaci,8,3,24.363
my,mp,rosaci,8,4,28.342
my,mp,rosaci,8,5,26.25
my,mp,rosaci,9,1,27.997
my,mp,rosaci,9,2,22.881
my,mp,rosaci,9,3,32.406
my,mp,rosaci,9,4,21.923
my,mp,rosaci,9,5,17.289
my,mp,rubpar,3,1,
my,mp,rubpar,3,2,201.28
my,mp,rubpar,3,3,93.358
my,mp,rubpar,3,4,218.711
my,mp,rubpar,3,5,234.255
my,mp,shecan,6,1,10.558
my,mp,shecan,6,2,10.154
my,mp,shecan,6,3,9.862
my,mp,shecan,6,4,7.378
my,mp,shecan,6,5,7.319
my,mp,sorsco,1,1,53.58
my,mp,sorsco,1,2,69.525
my,mp,sorsco,1,3,66.95
my,mp,sorsco,1,4,58.123
my,mp,sorsco,1,5,88.004
my,mp,spibet,2,1,7.862
my,mp,spibet,2,2,8.751
my,mp,spibet,2,3,9.481
my,mp,spibet,2,4,5.687
my,mp,spibet,2,5,5.935
my,mp,spibet,5,1,11.449
my,mp,spibet,5,2,9.242
my,mp,spibet,5,3,6.388
my,mp,spibet,5,4,7.02
my,mp,spibet,5,5,7.66
my,mp,spibet,7,1,6.438
my,mp,spibet,7,2,7.477
my,mp,spibet,7,3,6.792
my,mp,spibet,7,4,7.992
my,mp,spibet,7,5,4.881
my,mp,spibet,10,1,7.166
my,mp,spibet,10,2,7.373
my,mp,spibet,10,3,7.878
my,mp,spibet,10,4,6.294
my,mp,spibet,10,5,9.981
my,mp,vacmem,4,1,5.914
my,mp,vacmem,4,2,6.711
my,mp,vacmem,4,3,6.131
my,mp,vacmem,4,4,4.532
my,mp,vacmem,4,5,5.791
my,mp,vibedu,2,1,77.079
my,mp,vibedu,2,2,57.268
my,mp,vibedu,2,3,47.429
my,mp,vibedu,2,4,70.841
my,mp,vibedu,2,5,76.184
my,mp,vibedu,4,1,41.172
my,mp,vibedu,4,2,42.519
my,mp,vibedu,4,3,50.399
my,mp,vibedu,4,4,52.895
my,mp,vibedu,4,5,36.998
my,mp,vacmem,5,1,4.149
my,mp,vacmem,5,2,4.636
my,mp,vacmem,5,3,4.944
my,mp,vacmem,5,4,3.388
my,mp,vacmem,5,5,2.941
my,mp,symalb,8,1,3.341
my,mp,symalb,8,2,3.616
my,mp,symalb,8,3,3.953
my,mp,symalb,8,4,4.155
my,mp,symalb,8,5,4.897
my,mp,symalb,7,1,5.96
my,mp,symalb,7,2,7.668
my,mp,symalb,7,3,6.896
my,mp,symalb,7,4,4.918
my,mp,symalb,7,5,4.271
my,mp,symalb,5,1,7.186
my,mp,symalb,5,2,3.965
my,mp,symalb,5,3,6.5
my,mp,symalb,5,4,7.799
my,mp,symalb,5,5,6.117
my,mp,symalb,3,1,6.309
my,mp,symalb,3,2,5.974
my,mp,symalb,3,3,10.364
my,mp,symalb,3,4,5.184
my,mp,symalb,3,5,5.304
my,mp,spibet,3,1,11.35
my,mp,spibet,3,2,12.105
my,mp,spibet,3,3,11.387
my,mp,spibet,3,4,6.825
my,mp,spibet,3,5,6.412
my,mp,spibet,1,1,8.917
my,mp,spibet,1,2,4.972
my,mp,spibet,1,3,4.572
my,mp,spibet,1,4,5.477
my,mp,spibet,1,5,6.757
my,mp,sorsco,11b,1,82.367
my,mp,sorsco,11b,2,73.518
my,mp,sorsco,11b,3,51.84
my,mp,sorsco,11b,4,92.203
my,mp,sorsco,11b,5,54.155
my,mp,sorsco,4,1,74.676
my,mp,sorsco,4,2,53.651
my,mp,sorsco,4,3,113.725
my,mp,sorsco,4,4,126.327
my,mp,sorsco,4,5,117.081
my,mp,sorsco,3,1,34.297
my,mp,sorsco,3,2,42.339
my,mp,sorsco,3,3,44.849
my,mp,sorsco,3,4,49.626
my,mp,sorsco,3,5,34.265
my,mp,shecan,8,1,11.59
my,mp,shecan,8,2,11.445
my,mp,shecan,8,3,6.42
my,mp,shecan,8,4,21.124
my,mp,shecan,8,5,15.392
my,mp,shecan,9,1,13.361
my,mp,shecan,9,2,16.171
my,mp,shecan,9,3,9.164
my,mp,shecan,9,4,15.635
my,mp,shecan,9,5,13.254
my,mp,samrac,6,1,107.504
my,mp,samrac,6,2,145.719
my,mp,samrac,6,3,87.247
my,mp,samrac,6,4,125.469
my,mp,samrac,6,5,146.552
my,mp,rosaci,10,1,32.558
my,mp,rosaci,10,2,25.655
my,mp,rosaci,10,3,20.142
my,mp,rosaci,10,4,22.688
my,mp,rosaci,10,5,23.151
my,mp,rosaci,3,1,10.835
my,mp,rosaci,3,2,14.413
my,mp,rosaci,3,3,17.082
my,mp,rosaci,3,4,20.165
my,mp,rosaci,3,5,25.921
my,mp,rosaci,1,1,24.138
my,mp,rosaci,1,2,25.371
my,mp,rosaci,1,3,40.682
my,mp,rosaci,1,4,21.989
my,mp,rosaci,1,5,33.469
my,mp,riblac,9,1,10.048
my,mp,riblac,9,2,10.334
my,mp,riblac,9,3,9.076
my,mp,riblac,9,4,8.286
my,mp,riblac,9,5,6.06
my,mp,riblac,8,1,13.963
my,mp,riblac,8,2,14.365
my,mp,riblac,8,3,10.669
my,mp,riblac,8,4,11.329
my,mp,riblac,8,5,11.302
my,mp,riblac,3,1,12.825
my,mp,riblac,3,2,11.21
my,mp,riblac,3,3,14.279
my,mp,riblac,3,4,11.62
my,mp,riblac,3,5,7.174
my,mp,riblac,1,1,12.178
my,mp,riblac,1,2,12.959
my,mp,riblac,1,3,11.284
my,mp,riblac,1,4,7.942
my,mp,riblac,1,5,15.178
my,mp,poptre,13,1,8.7
my,mp,poptre,13,2,11.033
my,mp,poptre,13,3,12.415
my,mp,poptre,13,4,9.926
my,mp,poptre,13,5,9.789
my,mp,poptre,12,1,11.292
my,mp,poptre,12,2,17.977
my,mp,poptre,12,3,12.49
my,mp,poptre,12,4,12.293
my,mp,poptre,12,5,11.781
my,mp,poptre,10,1,12.37
my,mp,poptre,10,2,12.747
my,mp,poptre,10,3,14.132
my,mp,poptre,10,4,15.82
my,mp,poptre,10,5,15.357
my,mp,poptre,9,1,15.741
my,mp,poptre,9,2,21.072
my,mp,poptre,9,3,17.582
my,mp,poptre,9,4,20.328
my,mp,poptre,9,5,22.046
my,mp,poptre,7,1,13.452
my,mp,poptre,7,2,11.274
my,mp,poptre,7,3,9.949
my,mp,poptre,7,4,14.592
my,mp,poptre,7,5,10.961
my,mp,popbal,12,1,49.927
my,mp,popbal,12,2,46.271
my,mp,popbal,12,3,28.169
my,mp,popbal,12,4,42.584
my,mp,popbal,12,5,52.667
my,mp,loninv,8,1,45.479
my,mp,loninv,8,2,34.143
my,mp,loninv,8,3,37.295
my,mp,loninv,8,4,24.25
my,mp,loninv,8,5,38.76
my,mp,loninv,7,1,27.794
my,mp,loninv,7,2,24.419
my,mp,loninv,7,3,27.226
my,mp,loninv,7,4,22.175
my,mp,loninv,7,5,24.418
my,mp,loninv,5,1,23.199
my,mp,loninv,5,2,35.104
my,mp,loninv,5,3,18.37
my,mp,loninv,5,4,28.945
my,mp,loninv,5,5,30.893
my,mp,loninv,4,1,25.59
my,mp,loninv,4,2,22.193
my,mp,loninv,4,3,24.793
my,mp,loninv,4,4,31.747
my,mp,loninv,4,5,22.53
my,mp,amealn,11,1,21.173
my,mp,amealn,11,2,16.874
my,mp,amealn,11,3,23.104
my,mp,amealn,11,4,25.179
my,mp,amealn,11,5,23.125
my,mp,amealn,7,1,17.473
my,mp,amealn,7,2,11.188
my,mp,amealn,7,3,9.779
my,mp,amealn,7,4,15.164
my,mp,amealn,7,5,14.058
my,mp,amealn,6,1,15.746
my,mp,amealn,6,2,10.183
my,mp,amealn,6,3,9.24
my,mp,amealn,6,4,11.893
my,mp,amealn,6,5,10.523
my,mp,amealn,5,1,8.977
my,mp,amealn,5,2,9.559
my,mp,amealn,5,3,7.339
my,mp,amealn,5,4,5.315
my,mp,amealn,5,5,5.971
my,mp,alnvir,3,1,34.503
my,mp,alnvir,3,2,23.666
my,mp,alnvir,3,3,21.711
my,mp,alnvir,3,4,23.025
my,mp,alnvir,3,5,24.733
my,mp,alnvir,2,1,48.314
my,mp,alnvir,2,2,30.697
my,mp,alnvir,2,3,29.007
my,mp,alnvir,2,4,41.192
my,mp,alnvir,2,5,43.686
my,mp,alnvir,1,1,21.051
my,mp,alnvir,1,2,29.905
my,mp,alnvir,1,3,17.802
my,mp,alnvir,1,4,28.748
my,mp,alnvir,1,5,33.357
my,mp,acegla,2,1,32.948
my,mp,acegla,2,2,42.366
my,mp,acegla,2,3,58.879
my,mp,acegla,2,4,48.555
my,mp,acegla,2,5,30.151
my,mp,acegla,4,1,37.389
my,mp,acegla,4,2,29.728
my,mp,acegla,4,3,53.246
my,mp,acegla,4,4,42.391
my,mp,acegla,4,5,70.318
my,mp,acegla,3,1,25.569
my,mp,acegla,3,2,65.893
my,mp,acegla,3,3,62.647
my,mp,acegla,3,4,107.123
my,mp,acegla,3,5,110.844
my,mp,acegla,5,1,37.393
my,mp,acegla,5,2,51.727
my,mp,acegla,5,3,28.395
my,mp,acegla,5,4,60.488
my,mp,acegla,5,5,34.959
my,mp,acegla,11,1,51.855
my,mp,acegla,11,2,39.039
my,mp,acegla,11,3,52.345
my,mp,acegla,11,4,39.312
my,mp,acegla,11,5,62.242
my,mp,alninc,4,1,41.695
my,mp,alninc,4,2,46.547
my,mp,alninc,4,3,34.824
my,mp,alninc,4,4,27.347
my,mp,alninc,4,5,30.023
my,mp,alnvir,4,1,25.709
my,mp,alnvir,4,2,33.693
my,mp,alnvir,4,3,39.095
my,mp,alnvir,4,4,38.545
my,mp,alnvir,4,5,30.106
my,mp,alnvir,5,1,53.455
my,mp,alnvir,5,2,65.873
my,mp,alnvir,5,3,60.819
my,mp,alnvir,5,4,53.215
my,mp,alnvir,5,5,48.364
my,mp,corsto,2,1,52.69
my,mp,corsto,2,2,35.117
my,mp,corsto,2,3,72.912
my,mp,corsto,2,4,70.333
my,mp,corsto,2,5,54.786
my,mp,corsto,3,1,45.937
my,mp,corsto,3,2,33.464
my,mp,corsto,3,3,65.006
my,mp,corsto,3,4,61.018
my,mp,corsto,3,5,49.278
my,mp,loninv,11,1,38.273
my,mp,loninv,11,2,88.372
my,mp,loninv,11,3,61.444
my,mp,loninv,11,4,89.644
my,mp,loninv,11,5,100.514
my,mp,loninv,12,1,60.834
my,mp,loninv,12,2,30.751
my,mp,loninv,12,3,25.14
my,mp,loninv,12,4,59.642
my,mp,loninv,12,5,39.438
my,mp,menfer,2,1,12.118
my,mp,menfer,2,2,9.831
my,mp,menfer,2,3,9.363
my,mp,menfer,2,4,9.903
my,mp,menfer,2,5,10.456
my,mp,menfer,5,1,7.734
my,mp,menfer,5,2,5.961
my,mp,menfer,5,3,6.498
my,mp,menfer,5,4,6.933
my,mp,menfer,5,5,4.98
my,mp,menfer,6,1,8.744
my,mp,menfer,6,2,8.254
my,mp,menfer,6,3,7.984
my,mp,menfer,6,4,8.23
my,mp,menfer,6,5,8.447
my,mp,menfer,7,1,10.516
my,mp,menfer,7,2,8.995
my,mp,menfer,7,3,8.125
my,mp,menfer,7,4,8.891
my,mp,menfer,7,5,6.789
my,mp,popbal,8,1,55.227
my,mp,popbal,8,2,50.974
my,mp,popbal,8,3,58.828
my,mp,popbal,8,4,61.231
my,mp,popbal,8,5,67.028
my,mp,popbal,9,1,42.807
my,mp,popbal,9,2,38.906
my,mp,popbal,9,3,47.296
my,mp,popbal,9,4,36.799
my,mp,popbal,9,5,41.613
my,mp,popbal,10,1,34.02
my,mp,popbal,10,2,44.338
my,mp,popbal,10,3,42.361
my,mp,popbal,10,4,35.73
my,mp,popbal,10,5,30.963
my,mp,popbal,13,1,61.17
my,mp,popbal,13,2,54.539
my,mp,popbal,13,3,34.62
my,mp,popbal,13,4,48.453
my,mp,popbal,13,5,54.496
my,mp,popbal,14,1,33.027
my,mp,popbal,14,2,50.146
my,mp,popbal,14,3,37.391
my,mp,popbal,14,4,45.133
my,mp,popbal,14,5,38.342
my,mp,popbal,15,1,36.302
my,mp,popbal,15,2,34.804
my,mp,popbal,15,3,30.156
my,mp,popbal,15,4,52.266
my,mp,popbal,15,5,33.138
my,mp,rhoalb,1,1,9.268
my,mp,rhoalb,1,2,10.499
my,mp,rhoalb,1,3,6.54
my,mp,rhoalb,1,4,6.39
my,mp,rhoalb,1,5,7.519
my,mp,rhoalb,11,1,10.533
my,mp,rhoalb,11,2,10.222
my,mp,rhoalb,11,3,10.397
my,mp,rhoalb,11,4,12.099
my,mp,rhoalb,11,5,11.236
my,mp,rhoalb,12,1,11.204
my,mp,rhoalb,12,2,25.529
my,mp,rhoalb,12,3,18.696
my,mp,rhoalb,12,4,13.849
my,mp,rhoalb,12,5,14.882
my,mp,riblac,5,1,19.052
my,mp,riblac,5,2,16.505
my,mp,riblac,5,3,24.707
my,mp,riblac,5,4,25.069
my,mp,riblac,5,5,19.668
my,mp,rosgym,4,1,45.184
my,mp,rosgym,4,2,45.307
my,mp,rosgym,4,3,29.743
my,mp,rosgym,4,4,27.874
my,mp,rosgym,4,5,34.994
my,mp,rosgym,5,1,29.372
my,mp,rosgym,5,2,13.317
my,mp,rosgym,5,3,32.166
my,mp,rosgym,5,4,31.517
my,mp,rosgym,5,5,27.516
my,mp,rosgym,6,1,15.295
my,mp,rosgym,6,2,26.028
my,mp,rosgym,6,3,18.334
my,mp,rosgym,6,4,24.567
my,mp,rosgym,6,5,28.724
my,mp,rosgym,7_02,1,14.355
my,mp,rosgym,7_03,2,19.149
my,mp,rosgym,7_04,3,14.861
my,mp,rosgym,7_05,4,13.374
my,mp,rosgym,7_06,5,17.064
my,mp,rosgym,7,1,
my,mp,rosgym,7,2,
my,mp,rosgym,7,3,
my,mp,rosgym,7,4,
my,mp,rosgym,7,5,
my,mp,rosgym,8,1,18.708
my,mp,rosgym,8,2,17.785
my,mp,rosgym,8,3,33.132
my,mp,rosgym,8,4,26.092
my,mp,rosgym,8,5,14.461
my,mp,rosgym,9,1,33.206
my,mp,rosgym,9,2,28.521
my,mp,rosgym,9,3,41.251
my,mp,rosgym,9,4,33.654
my,mp,rosgym,9,5,36.865
my,mp,rubpar,6,1,69.898
my,mp,rubpar,6,2,27.171
my,mp,rubpar,6,3,64.286
my,mp,rubpar,6,4,66.34
my,mp,rubpar,6,5,53.881
my,mp,rubpar,7,1,136.334
my,mp,rubpar,7,2,73.885
my,mp,rubpar,7,3,129.985
my,mp,rubpar,7,4,214.08
my,mp,rubpar,7,5,218.673
my,mp,rubpar,8,1,114.369
my,mp,rubpar,8,2,97.257
my,mp,rubpar,8,3,187.012
my,mp,rubpar,8,4,57.822
my,mp,rubpar,8,5,83.796
my,mp,rubspe,10,1,139.169
my,mp,rubspe,10,2,138.509
my,mp,rubspe,10,3,57.317
my,mp,rubspe,10,4,120.865
