site,species,indiv.no,leaf.no,collected.by,leaf.area,leaf.mass
sm,betpap,13,1,ks,25.289,85.5
sm,betpap,13,2,ks,29.532,102.5
sm,betpap,13,3,ks,22.191,73.5
sm,betpap,13,4,ks,25.842,90.3
sm,betpap,13,5,ks,17.617,64.8
sm,corsto,2,1,PA,51.604,197.9
sm,corsto,2,2,PA,64.115,246
sm,corsto,2,3,PA,53.321,164
sm,corsto,2,4,PA,60.448,170.2
sm,corsto,2,5,PA,24.586,77.4
sm,corsto,3,1,NA,27.119,82.3
sm,corsto,3,2,NA,24.172,64.3
sm,corsto,3,3,NA,37.071,123.5
sm,corsto,3,4,NA,22.279,60.7
sm,corsto,3,5,NA,23.348,70.3
sm,corsto,4,1,NA,41.742,89.5
sm,corsto,4,2,NA,19.901,44.4
sm,corsto,4,3,NA,26.276,58.6
sm,corsto,4,4,NA,39.048,83.8
sm,corsto,4,5,NA,22.531,46.9
sm,corsto,5,1,PA,27.016,58
sm,corsto,5,2,PA,26.62,56.8
sm,corsto,5,3,PA,38.944,100.8
sm,corsto,5,4,PA,42.221,109.5
sm,corsto,5,5,PA,35.243,82.4
sm,corsto,6,1,PA,31.021,117.7
sm,corsto,6,2,PA,27.613,95.8
sm,corsto,6,3,PA,19.249,68.6
sm,corsto,6,4,PA,13.533,31.1
sm,corsto,6,5,PA,25.879,113.6
sm,corsto,7,1,af,38.974,11.4
sm,corsto,7,2,af,18.969,53
sm,corsto,7,3,af,47.292,128.5
sm,corsto,7,4,af,40.2,111.2
sm,corsto,7,5,af,39.875,116.7
sm,corsto,8,1,af,45.261,106
sm,corsto,8,2,af,24.691,58
sm,corsto,8,3,af,19.933,47.6
sm,corsto,8,4,af,20.236,45.9
sm,corsto,8,5,af,22.545,54.1
sm,corsto,10,1,PA,44.879,113.3
sm,corsto,10,2,PA,110.661,265.5
sm,corsto,10,3,PA,53.224,131.7
sm,corsto,10,4,PA,30.765,62.9
sm,corsto,10,5,PA,109.765,282.4
sm,corsto,11,1,PA,38.344,102.7
sm,corsto,11,2,PA,25.922,71.6
sm,corsto,11,3,PA,31.674,70.6
sm,corsto,11,4,PA,37.147,87.1
sm,corsto,11,5,PA,55.212,159.1
sm,corsto,12,1,af,62.473,164.5
sm,corsto,12,2,af,88.871,247.1
sm,corsto,12,3,af,88.293,227.1
sm,corsto,12,4,af,38.658,105.5
sm,corsto,12,5,af,67.536,188.5
sm,loninv,1,1,NA,18.388,61.9
sm,loninv,1,2,NA,15.058,59.4
sm,loninv,1,3,NA,20.377,70
sm,loninv,1,4,NA,21.138,79.3
sm,loninv,1,5,NA,27.688,118.1
sm,loninv,2,1,NA,12.294,40.9
sm,loninv,2,2,NA,9.467,33.1
sm,loninv,2,3,NA,8.279,28.1
sm,loninv,2,4,NA,16.037,58.2
sm,loninv,2,5,NA,15.535,48.8
sm,loninv,3,1,af,25.514,66.3
sm,loninv,3,2,af,34.737,93.5
sm,loninv,3,3,af,39.949,119.6
sm,loninv,3,4,af,48.459,127.8
sm,loninv,3,5,af,45.311,115.1
sm,loninv,4,1,af,19.822,46.7
sm,loninv,4,2,af,26.443,67
sm,loninv,4,3,af,23.174,65.4
sm,loninv,4,4,af,11.796,23.3
sm,loninv,4,5,af,19.222,46
sm,loninv,5,1,af,30.801,106.1
sm,loninv,5,2,af,29.746,103.9
sm,loninv,5,3,af,30.44,97.4
sm,loninv,5,4,af,30.28,98
sm,loninv,5,5,af,26.905,75.6
sm,loninv,6,1,PA,32.543,109
sm,loninv,6,2,PA,24.301,73.3
sm,loninv,6,3,PA,43.479,156.7
sm,loninv,6,4,PA,24.148,68
sm,loninv,6,5,PA,42.905,141.6
sm,loninv,7,1,PA,12.763,51.4
sm,loninv,7,2,PA,13.914,52.3
sm,loninv,7,3,PA,13.848,55.7
sm,loninv,7,4,PA,14.511,57.5
sm,loninv,7,5,PA,14.979,50.4
sm,loninv,8,1,PA,29.409,78.5
sm,loninv,8,2,PA,16.983,47.5
sm,loninv,8,3,PA,21.101,57.6
sm,loninv,8,4,PA,28.377,78.8
sm,loninv,8,5,PA,22.914,69.7
sm,loninv,9,1,PA,17.523,39.8
sm,loninv,9,2,PA,19.263,41.9
sm,loninv,9,3,PA,21.15,47.3
sm,loninv,9,4,PA,20.396,52.5
sm,loninv,9,5,PA,18.954,41.3
sm,loninv,11,1,af,20.352,86.1
sm,loninv,11,2,af,19.415,80.9
sm,loninv,11,3,af,12.711,60.2
sm,loninv,11,4,af,14.802,71.1
sm,loninv,11,5,af,12.632,50.4
sm,menfer,4,1,PA,6.02,13.2
sm,menfer,4,2,PA,4.369,8.7
sm,menfer,4,3,PA,5.22,11.8
sm,menfer,4,4,PA,4.821,9.9
sm,menfer,4,5,PA,5.184,7.9
sm,menfer,6,1,af,5.3,10.3
sm,menfer,6,2,af,4.848,8.2
sm,menfer,6,3,af,4.21,8.4
sm,menfer,6,4,af,4.552,10
sm,menfer,6,5,af,4.4,8.9
sm,menfer,7,1,PA,4.007,5.3
sm,menfer,7,2,PA,3.612,6.1
sm,menfer,7,3,PA,3.157,5.5
sm,menfer,7,4,PA,3.671,7
sm,menfer,7,5,PA,3.42,6.3
sm,menfer,8,1,dl,6.569,15.6
sm,menfer,8,2,dl,4.949,16.6
sm,menfer,8,3,dl,3.333,8.8
sm,menfer,8,4,dl,4.606,12.8
sm,menfer,8,5,dl,3.707,11
sm,menfer,9,1,PA,4.271,14.2
sm,menfer,9,2,PA,4.505,18.9
sm,menfer,9,3,PA,3.202,10.8
sm,menfer,9,4,PA,3.999,11.6
sm,menfer,9,5,PA,3.885,13.6
sm,menfer,10,1,af,6.048,9.3
sm,menfer,10,2,af,5.88,10.7
sm,menfer,10,3,af,6.163,10.6
sm,menfer,10,4,af,6.389,10.9
sm,menfer,10,5,af,5.728,14.3
sm,menfer,11,1,af,6.933,13.3
sm,menfer,11,2,af,9.538,17.6
sm,menfer,11,3,af,11.569,23.3
sm,menfer,11,4,af,7.342,14.1
sm,menfer,11,5,af,5.36,11
sm,menfer,12,1,af,7.503,16.6
sm,menfer,12,2,af,7.121,15.4
sm,menfer,12,3,af,5.11,12.1
sm,menfer,12,4,af,5.62,12.2
sm,menfer,12,5,af,5.797,12.7
sm,menfer,13,1,af,4.499,12.2
sm,menfer,13,2,af,5.552,11.9
sm,menfer,13,3,af,4.471,9.5
sm,menfer,13,4,af,5.035,11.2
sm,menfer,13,5,af,5.724,9.4
sm,menfer,14,1,af,6.197,14
sm,menfer,14,2,af,6.772,13.8
sm,menfer,14,3,af,6.274,13.2
sm,menfer,14,4,af,5.776,14.6
sm,menfer,14,5,af,3.86,8.4
sm,popbal,1,1,NA,62.186,144.6
sm,popbal,1,2,NA,49.306,113.8
sm,popbal,1,3,NA,45.354,121
sm,popbal,1,4,NA,50.991,116.5
sm,popbal,1,5,NA,53.059,142.5
sm,popbal,3,1,PA,44.105,184.5
sm,popbal,3,2,PA,54.848,251.1
sm,popbal,3,3,PA,42.65,198
sm,popbal,3,4,PA,53.694,228
sm,popbal,3,5,PA,60.252,263
sm,popbal,5,1,PA,41.717,187.7
sm,popbal,5,2,PA,43.133,203.1
sm,popbal,5,3,PA,42.323,226.6
sm,popbal,5,4,PA,35.218,199.6
sm,popbal,5,5,PA,66.451,347.9
sm,popbal,6,1,PA,61.959,264.2
sm,popbal,6,2,PA,62.223,244.5
sm,popbal,6,3,PA,62.344,264.3
sm,popbal,6,4,PA,70.786,310.6
sm,popbal,6,5,PA,53.714,219.5
sm,popbal,8,1,NA,24.439,78.7
sm,popbal,8,2,NA,9.453,35.6
sm,popbal,8,3,NA,13.705,46.4
sm,popbal,8,4,NA,15.757,52
sm,popbal,8,5,NA,20.18,70.8
sm,popbal,9,1,PA,37.824,148.8
sm,popbal,9,2,PA,59.933,237.1
sm,popbal,9,3,PA,55.836,233.7
sm,popbal,9,4,PA,30.225,117.8
sm,popbal,9,5,PA,50.506,216.9
sm,popbal,10,1,PA,59.328,220.6
sm,popbal,10,2,PA,39.197,145
sm,popbal,10,3,PA,43.632,143.1
sm,popbal,10,4,PA,59.724,222.5
sm,popbal,10,5,PA,28.851,109.9
sm,popbal,11,1,PA,51.182,221.3
sm,popbal,11,2,PA,23.369,88.2
sm,popbal,11,3,PA,47.175,200.6
sm,popbal,11,4,PA,57.258,231.9
sm,popbal,11,5,PA,36.251,132
sm,popbal,12,1,PA,63.841,316.2
sm,popbal,12,2,PA,43.479,220.9
sm,popbal,12,3,PA,70.601,375.9
sm,popbal,12,4,PA,53.703,245.9
sm,popbal,12,5,PA,62.844,375.3
sm,popbal,20,1,PA,50.401,191
sm,popbal,20,2,PA,44.679,129.2
sm,popbal,20,3,PA,57,183.5
sm,popbal,20,4,PA,50.97,152.1
sm,popbal,20,5,PA,56.839,170.1
sm,poptre,2,1,PA,22.569,120.5
sm,poptre,2,2,PA,15.886,86.1
sm,poptre,2,3,PA,10.769,58.2
sm,poptre,2,4,PA,17.297,90.8
sm,poptre,2,5,PA,22.025,114.7
sm,poptre,3,1,PA,16.759,95.5
sm,poptre,3,2,PA,15.651,91.2
sm,poptre,3,3,PA,17.338,98.8
sm,poptre,3,4,PA,15.138,79.4
sm,poptre,3,5,PA,10.281,48.8
sm,poptre,4,1,PA,14.55,65.7
sm,poptre,4,2,PA,18.947,97.1
sm,poptre,4,3,PA,11.589,50.8
sm,poptre,4,4,PA,12.842,65.9
sm,poptre,4,5,PA,16.835,90.9
sm,poptre,5,1,PA,16.469,76.5
sm,poptre,5,2,PA,14.539,73.7
sm,poptre,5,3,PA,17.989,92.7
sm,poptre,5,4,PA,9.612,42.1
sm,poptre,5,5,PA,11.322,56.2
sm,poptre,7,1,NA,12.78,90.8
sm,poptre,7,2,NA,8.74,53
sm,poptre,7,3,NA,11.714,82.8
sm,poptre,7,4,NA,10.506,67.6
sm,poptre,7,5,NA,11.396,76.3
sm,poptre,11,1,PA,9.675,85.5
sm,poptre,11,2,PA,8.449,71.5
sm,poptre,11,3,PA,7.228,59.8
sm,poptre,11,4,PA,8.845,80.6
sm,poptre,11,5,PA,7.326,55.2
sm,poptre,12,1,NA,12.162,96.7
sm,poptre,12,2,NA,8.087,66.2
sm,poptre,12,3,NA,9.607,78.3
sm,poptre,12,4,NA,12.954,113.5
sm,poptre,12,5,NA,9.239,71
sm,poptre,13,1,PA,10.974,72.3
sm,poptre,13,2,PA,15.438,116.6
sm,poptre,13,3,PA,15.935,123
sm,poptre,13,4,PA,10.598,78.6
sm,poptre,13,5,PA,17.15,131.3
sm,poptre,15,1,af,13.775,56.8
sm,poptre,15,2,af,11.326,50.7
sm,poptre,15,3,af,12.267,47.7
sm,poptre,15,4,af,12.839,55.6
sm,poptre,15,5,af,14.029,59.1
sm,poptre,16,1,af,11.052,46.5
sm,poptre,16,2,af,10.59,41.1
sm,poptre,16,3,af,12.779,51.3
sm,poptre,16,4,af,10.456,45.5
sm,poptre,16,5,af,13.01,56.2
sm,riblac,2,1,PA,17.69,102.2
sm,riblac,2,2,PA,16.643,105.6
sm,riblac,2,3,PA,19.219,107.4
sm,riblac,2,4,PA,20.294,96.1
sm,riblac,2,5,PA,15.292,78
sm,riblac,3,1,NA,18.245,86.8
sm,riblac,3,2,NA,10.43,35.9
sm,riblac,3,3,NA,11.641,45
sm,riblac,3,4,NA,19.216,92.6
sm,riblac,3,5,NA,11.421,53
sm,riblac,5,1,af,12.968,35.2
sm,riblac,5,2,af,17.241,43.6
sm,riblac,5,3,af,16.041,39.2
sm,riblac,5,4,af,19.787,52.2
sm,riblac,5,5,af,22.891,64.3
sm,riblac,6,1,PA,8.611,25.9
sm,riblac,6,2,PA,11.575,31.6
sm,riblac,6,3,PA,12.324,35.9
sm,riblac,6,4,PA,9.239,26.7
sm,riblac,6,5,PA,16.579,47.4
sm,riblac,7,1,af,26.5,59.9
sm,riblac,7,2,af,16.611,38.2
sm,riblac,7,3,af,23.079,54.8
sm,riblac,7,4,af,36.844,80.2
sm,riblac,7,5,af,24.142,55
sm,riblac,9,1,PA,28.343,86.8
sm,riblac,9,2,PA,18.21,49.3
sm,riblac,9,3,PA,19.423,63.7
sm,riblac,9,4,PA,22.324,89.8
sm,riblac,9,5,PA,12.731,33.2
sm,riblac,10,1,NA,21.185,52
sm,riblac,10,2,NA,17.037,NA
sm,riblac,10,3,NA,8.354,20.8
sm,riblac,10,4,NA,12.836,NA
sm,riblac,10,5,NA,17.436,44.3
sm,riblac,11,1,PA,17.498,35.8
sm,riblac,11,2,PA,24.683,45.5
sm,riblac,11,3,PA,18.417,34
sm,riblac,11,4,PA,18.721,36.9
sm,riblac,11,5,PA,22.463,38.6
sm,riblac,12_02,1,NA,16.588,40.6
sm,riblac,12_02,2,NA,13.576,34.7
sm,riblac,12_02,3,NA,11.223,26.9
sm,riblac,12_02,4,NA,11.155,26.6
sm,riblac,12_02,5,NA,11.526,27.5
sm,riblac,12,1,NA,9.977,39.5
sm,riblac,12,2,NA,7.916,31.7
sm,riblac,12,3,NA,5.979,18.8
sm,riblac,12,4,NA,7.286,25.6
sm,riblac,12,5,NA,12.04,42.9
sm,rosaci,1,1,NA,19.127,84.8
sm,rosaci,1,2,NA,23.103,103.9
sm,rosaci,1,3,NA,16.943,71.1
sm,rosaci,1,4,NA,25.486,103.4
sm,rosaci,1,5,NA,22.333,94.6
sm,rosaci,2,1,NA,42.787,182.5
sm,rosaci,2,2,NA,39.161,166.4
sm,rosaci,2,3,NA,43.996,175.5
sm,rosaci,2,4,NA,37.472,168.9
sm,rosaci,2,5,NA,29.331,165
sm,rosaci,3,1,NA,81.821,178.8
sm,rosaci,3,2,NA,67.344,236.6
sm,rosaci,3,3,NA,89.979,202
sm,rosaci,3,4,NA,69.61,173.9
sm,rosaci,3,5,NA,45.006,113.1
sm,rosaci,4,1,ks,25.691,65.5
sm,rosaci,4,2,ks,31.167,96.9
sm,rosaci,4,3,ks,62.717,197.3
sm,rosaci,4,4,ks,34.707,90.1
sm,rosaci,4,5,ks,34.553,101.4
sm,rosaci,5,1,NA,33.263,139.4
sm,rosaci,5,2,NA,27.916,116
sm,rosaci,5,3,NA,18.251,87.4
sm,rosaci,5,4,NA,28.977,122.2
sm,rosaci,5,5,NA,25.548,104.7
sm,rosaci,6,1,PA,46.135,170
sm,rosaci,6,2,PA,35.706,126.7
sm,rosaci,6,3,PA,38.293,151.2
sm,rosaci,6,4,PA,44.13,140.8
sm,rosaci,6,5,PA,44.077,145.2
sm,rosaci,7,1,ks,37.644,118.8
sm,rosaci,7,2,ks,30.194,108.7
sm,rosaci,7,3,ks,49.466,195
sm,rosaci,7,4,ks,25.899,136.3
sm,rosaci,7,5,ks,37.138,94.8
sm,rosaci,8,1,ks,32.256,112.7
sm,rosaci,8,2,ks,39.093,149.7
sm,rosaci,8,3,ks,22.609,99.6
sm,rosaci,8,4,ks,27.827,91.3
sm,rosaci,8,5,ks,33.587,119.5
sm,rosaci,9,1,ks,39.111,77.6
sm,rosaci,9,2,ks,31.019,79.3
sm,rosaci,9,3,ks,33.278,148.5
sm,rosaci,9,4,ks,46.311,133.2
sm,rosaci,9,5,ks,36.936,93.3
sm,rosaci,10,1,ks,37.106,84.7
sm,rosaci,10,2,ks,29.085,71.8
sm,rosaci,10,3,ks,31.471,94.6
sm,rosaci,10,4,ks,33.724,83.3
sm,rosaci,10,5,ks,30.619,78.9
sm,rosaci,20,1,PA,68.567,210
sm,rosaci,20,2,PA,44.892,129.8
sm,rosaci,20,3,PA,48.651,153.4
sm,rosaci,20,4,PA,56.867,172.9
sm,rosaci,20,5,PA,57.445,179.7
sm,rubpar,1,1,dl,130.078,327.3
sm,rubpar,1,2,dl,80.671,179.3
sm,rubpar,1,3,dl,84.567,235.2
sm,rubpar,1,4,dl,131.19,326.5
sm,rubpar,1,5,dl,113.997,237.8
sm,rubpar,2,1,af,72.054,205.3
sm,rubpar,2,2,af,110.45,305.5
sm,rubpar,2,3,af,135.654,395.1
sm,rubpar,2,4,af,108.912,343.9
sm,rubpar,2,5,af,169.392,460.4
sm,rubpar,3,1,af,185.491,364.3
sm,rubpar,3,2,af,116.379,211.5
sm,rubpar,3,3,af,117.708,241.5
sm,rubpar,3,4,af,106.691,235.9
sm,rubpar,3,5,af,106.734,230.2
sm,rubpar,4,1,ks,131.359,385.6
sm,rubpar,4,2,ks,85.278,269.4
sm,rubpar,4,3,ks,116.015,383.9
sm,rubpar,4,4,ks,166.034,531.8
sm,rubpar,4,5,ks,180.189,569.7
sm,rubpar,5,1,ks,116.777,339.6
sm,rubpar,5,2,ks,93.24,275.4
sm,rubpar,5,3,ks,204.279,600.6
sm,rubpar,5,4,ks,116.553,352.3
sm,rubpar,5,5,ks,62.626,188.9
sm,rubpar,6,1,NA,54.119,444.6
sm,rubpar,6,2,NA,64.146,225.5
sm,rubpar,6,3,NA,151.045,201.9
sm,rubpar,6,4,NA,145.059,124.8
sm,rubpar,6,5,NA,125.227,168.9
sm,rubpar,7,1,ks,201.641,587.5
sm,rubpar,7,2,ks,181.86,528.8
sm,rubpar,7,3,ks,152.56,459.8
sm,rubpar,7,4,ks,171.628,445.1
sm,rubpar,7,5,ks,210.626,647.7
sm,rubpar,8,1,af,286.693,763.2
sm,rubpar,8,2,af,121.449,331.8
sm,rubpar,8,3,af,124.483,300.1
sm,rubpar,8,4,af,193.959,504.2
sm,rubpar,8,5,af,146.801,394.4
sm,rubpar,9,1,af,259.737,797.2
sm,rubpar,9,2,af,214.113,609.7
sm,rubpar,9,3,af,94.361,287.5
sm,rubpar,9,4,af,177.123,495.1
sm,rubpar,9,5,af,274.132,811.9
sm,rubpar,10,1,NA,53.527,137.2
sm,rubpar,10,2,NA,63.371,213.7
sm,rubpar,10,3,NA,151.045,436.3
sm,rubpar,10,4,NA,145.059,413.8
sm,rubpar,10,5,NA,124.236,343.3
sm,samrac,2,1,dl,82.626,286.1
sm,samrac,2,2,dl,129.728,184.8
sm,samrac,2,3,dl,70.889,172.9
sm,samrac,2,4,dl,84.289,208.4
sm,samrac,2,5,dl,86.651,171.1
sm,samrac,3,1,dl,120.63,316.2
sm,samrac,3,2,dl,185.456,576.9
sm,samrac,3,3,dl,115.419,286
sm,samrac,3,4,dl,216.806,1116.2
sm,samrac,3,5,dl,310.218,740.1
sm,samrac,4,1,dl,108.102,244.9
sm,samrac,4,2,dl,52.211,95.2
sm,samrac,4,3,dl,91.031,200
sm,samrac,4,4,dl,65.073,134.3
sm,samrac,4,5,dl,58.079,124.5
sm,samrac,5,1,dl,59.103,193.9
sm,samrac,5,2,dl,62.792,197.5
sm,samrac,5,3,dl,69.465,228.5
sm,samrac,5,4,dl,93.406,476.5
sm,samrac,5,5,dl,66.292,213.9
sm,samrac,6,1,dl,139.614,436.6
sm,samrac,6,2,dl,141.439,434.1
sm,samrac,6,3,dl,117.543,305.9
sm,samrac,6,4,dl,115.386,354
sm,samrac,6,5,dl,124.803,394.8
sm,samrac,7,1,dl,107.849,269.9
sm,samrac,7,2,dl,70.476,166.2
sm,samrac,7,3,dl,85.738,228.6
sm,samrac,7,4,dl,129.734,438.3
sm,samrac,7,5,dl,119.053,371.5
sm,samrac,8,1,dl,109.386,318.1
sm,samrac,8,2,dl,158.716,492.1
sm,samrac,8,3,dl,69.512,206.9
sm,samrac,8,4,dl,42.275,123.8
sm,samrac,8,5,dl,43.57,130.8
sm,samrac,9,1,dl,90.825,271
sm,samrac,9,2,dl,128.482,449.4
sm,samrac,9,3,dl,141.695,556.8
sm,samrac,9,4,dl,126.345,443.4
sm,samrac,9,5,dl,101.426,322.6
sm,samrac,10,1,dl,108.279,241.6
sm,samrac,10,2,dl,85.23,189.4
sm,samrac,10,3,dl,76.275,163.4
sm,samrac,10,4,dl,93.003,187.2
sm,samrac,10,5,dl,73.789,181.4
sm,samrac,11,1,dl,226.309,610.5
sm,samrac,11,2,dl,204.848,547.6
sm,samrac,11,3,dl,250.16,789.4
sm,samrac,11,4,dl,156.966,475.5
sm,samrac,11,5,dl,138.012,418.3
sm,shecan,1,1,dl,9.828,43
sm,shecan,1,2,dl,13.91,66.9
sm,shecan,1,3,dl,7.855,32
sm,shecan,1,4,dl,13.411,59.2
sm,shecan,1,5,dl,10.642,48.2
sm,shecan,5,1,dl,12.253,47.7
sm,shecan,5,2,dl,8.281,30.6
sm,shecan,5,3,dl,8.195,31.4
sm,shecan,5,4,dl,6.372,22.4
sm,shecan,5,5,dl,10.787,49.1
sm,shecan,6,1,dl,6.29,25.4
sm,shecan,6,2,dl,6.735,27.9
sm,shecan,6,3,dl,6.198,24.6
sm,shecan,6,4,dl,4.737,19
sm,shecan,6,5,dl,3.626,14.3
sm,shecan,7,1,dl,11.398,50.9
sm,shecan,7,2,dl,13.673,63.3
sm,shecan,7,3,dl,8.529,53
sm,shecan,7,4,dl,17.806,82.9
sm,shecan,7,5,dl,5.497,66.6
sm,shecan,8,1,dl,12.619,56.6
sm,shecan,8,2,dl,9.453,41.4
sm,shecan,8,3,dl,6.033,39.4
sm,shecan,8,4,dl,8.529,22.4
sm,shecan,8,5,dl,5.497,27.8
sm,shecan,9,1,dl,15.819,69.1
sm,shecan,9,2,dl,17.089,69.5
sm,shecan,9,3,dl,14.167,55.2
sm,shecan,9,4,dl,15.776,67.5
sm,shecan,9,5,dl,7.792,30.7
sm,shecan,10,1,dl,12.708,42.7
sm,shecan,10,2,dl,18.001,65.8
sm,shecan,10,3,dl,13.711,51.4
sm,shecan,10,4,dl,7.961,26.8
sm,shecan,10,5,dl,17.918,72.6
sm,shecan,11,1,dl,7.67,54
sm,shecan,11,2,dl,10.067,58.1
sm,shecan,11,3,dl,12.78,76.1
sm,shecan,11,4,dl,6.887,46
sm,shecan,11,5,dl,7.283,43.3
sm,shecan,12,1,dl,7.567,39.6
sm,shecan,12,2,dl,16.736,83.5
sm,shecan,12,3,dl,9.038,50.4
sm,shecan,12,4,dl,8.094,46.4
sm,shecan,12,5,dl,6.676,33.3
sm,shecan,16,1,dl,9.511,60.8
sm,shecan,16,2,dl,9.98,56.1
sm,shecan,16,3,dl,8.827,52.9
sm,shecan,16,4,dl,8.822,51
sm,shecan,16,5,dl,9.747,58
sm,sorsco,1,1,dl,161.774,679.5
sm,sorsco,1,2,dl,205.393,844.7
sm,sorsco,1,3,dl,132.945,508.1
sm,sorsco,1,4,dl,162.288,715.7
sm,sorsco,1,5,dl,87.788,332.4
sm,sorsco,4,1,dl,186.633,586.3
sm,sorsco,4,2,dl,116.437,431
sm,sorsco,4,3,dl,97.199,289.8
sm,sorsco,4,4,dl,137.32,502.5
sm,sorsco,4,5,dl,113.878,343.9
sm,sorsco,5,1,dl,113.611,311.1
sm,sorsco,5,2,dl,152.866,456.3
sm,sorsco,5,3,dl,89.844,211.4
sm,sorsco,5,4,dl,75.172,215
sm,sorsco,5,5,dl,168.712,493.5
sm,sorsco,6,1,dl,74.932,284.2
sm,sorsco,6,2,dl,91.969,340.5
sm,sorsco,6,3,dl,79.257,350.6
sm,sorsco,6,4,dl,92.422,333
sm,sorsco,6,5,dl,89.886,302.3
sm,sorsco,7,1,dl,182.135,698.4
sm,sorsco,7,2,dl,136.022,540.7
sm,sorsco,7,3,dl,148.725,521
sm,sorsco,7,4,dl,114.867,393.6
sm,sorsco,7,5,dl,165.163,610.2
sm,sorsco,9,1,dl,132.47,609.3
sm,sorsco,9,2,dl,160.308,817.8
sm,sorsco,9,3,dl,105.61,461
sm,sorsco,9,4,dl,230.896,1377.6
sm,sorsco,9,5,dl,281.964,1431.9
sm,sorsco,10,1,dl,302.082,2240.8
sm,sorsco,10,2,dl,104.094,477.1
sm,sorsco,10,3,dl,142.4,979.1
sm,sorsco,10,4,dl,213.555,1228.1
sm,sorsco,10,5,dl,138.679,915.7
sm,sorsco,11,1,dl,115.126,461.9
sm,sorsco,11,2,dl,87.7746,371
sm,sorsco,11,3,dl,140.509,553.4
sm,sorsco,11,4,dl,146.761,577.6
sm,sorsco,11,5,dl,120.745,504.4
sm,sorsco,12,1,dl,163.292,593.1
sm,sorsco,12,2,dl,92.131,314.5
sm,sorsco,12,3,dl,134.004,516.1
sm,sorsco,12,4,dl,99.824,378.2
sm,sorsco,12,5,dl,113.531,373.1
sm,sorsco,12_02,1,dl,201.064,1117.7
sm,sorsco,12_02,2,dl,252.962,1144.1
sm,sorsco,12_02,3,dl,178.112,865.8
sm,sorsco,12_02,4,dl,170.949,778.9
sm,sorsco,12_02,5,dl,113.531,932.6
sm,spibet,1,1,PA,12.506,24.2
sm,spibet,1,2,PA,19.789,44.5
sm,spibet,1,3,PA,26.916,59
sm,spibet,1,4,PA,22.315,49.9
sm,spibet,1,5,PA,23.566,51.1
sm,spibet,2,1,PA,17.029,32.8
sm,spibet,2,2,PA,19.425,40.8
sm,spibet,2,3,PA,16.216,42
sm,spibet,2,4,PA,13.122,29.5
sm,spibet,2,5,PA,16.5,35.6
sm,spibet,3,1,PA,27.49,60.2
sm,spibet,3,2,PA,20.161,44.7
sm,spibet,3,3,PA,20.091,44.6
sm,spibet,3,4,PA,11.224,31.6
sm,spibet,3,5,PA,19.546,47
sm,spibet,4,1,PA,27.648,49.2
sm,spibet,4,2,PA,16.383,30.4
sm,spibet,4,3,PA,27.43,47.9
sm,spibet,4,4,PA,14.418,22.9
sm,spibet,4,5,PA,18.616,26.8
sm,spibet,5,1,PA,18.273,62.6
sm,spibet,5,2,PA,23.986,65.7
sm,spibet,5,3,PA,18.728,56.6
sm,spibet,5,4,PA,16.11,51.1
sm,spibet,5,5,PA,17.79,47
sm,spibet,6,1,PA,20.506,52.9
sm,spibet,6,2,PA,30.694,66.2
sm,spibet,6,3,PA,30.14,80.2
sm,spibet,6,4,PA,47.244,103
sm,spibet,6,5,PA,39.694,102.7
sm,spibet,7,1,PA,28.435,50.6
sm,spibet,7,2,PA,16.527,30.3
sm,spibet,7,3,PA,24.622,41.2
sm,spibet,7,4,PA,25.336,50.3
sm,spibet,7,5,PA,22.049,43
sm,spibet,8,1,PA,12.706,20.8
sm,spibet,8,2,PA,12.598,18.3
sm,spibet,8,3,PA,40.463,74.6
sm,spibet,8,4,PA,22.707,34.6
sm,spibet,8,5,PA,24.433,59.6
sm,spibet,9,1,ks,19.783,29.8
sm,spibet,9,2,ks,14.66,23.5
sm,spibet,9,3,ks,21.503,34.2
sm,spibet,9,4,ks,22.442,38.5
sm,spibet,9,5,ks,20.917,34.4
sm,spibet,10,1,ks,24.431,59.3
sm,spibet,10,2,ks,18.904,45.6
sm,spibet,10,3,ks,20.163,44.8
sm,spibet,10,4,ks,23.902,73.5
sm,spibet,10,5,ks,21.022,58.6
sm,spidou,1,1,PA,2.598,8.3
sm,spidou,1,2,PA,3.384,10.6
sm,spidou,1,3,PA,3.793,12.7
sm,spidou,1,4,PA,3.73,12.6
sm,spidou,1,5,PA,4.491,12.3
sm,spidou,2,1,NA,3.859,11.9
sm,spidou,2,2,NA,3.05,11.9
sm,spidou,2,3,NA,3.916,13.4
sm,spidou,2,4,NA,4.128,15.6
sm,spidou,2,5,NA,4.752,15.5
sm,spidou,3,1,NA,4.635,15.6
sm,spidou,3,2,NA,2.676,8.5
sm,spidou,3,3,NA,4.529,13.6
sm,spidou,3,4,NA,4.671,18.2
sm,spidou,3,5,NA,4.677,14.4
sm,spidou,4,1,PA,4.496,13.7
sm,spidou,4,2,PA,2.689,6.4
sm,spidou,4,3,PA,2.916,10
sm,spidou,4,4,PA,1.946,7.1
sm,spidou,4,5,PA,2.47,7.2
sm,spidou,5,1,PA,5.451,16
sm,spidou,5,2,PA,2.956,9
sm,spidou,5,3,PA,4.083,14.3
sm,spidou,5,4,PA,2.895,10.4
sm,spidou,5,5,PA,4.415,13.3
sm,spidou,6,1,PA,3.915,10.9
sm,spidou,6,2,PA,4.311,11.7
