date,site,species,no,dist.top,dist.btm,ht,dbh,dbh2,dbh3
31-May,sm,spidou,4,NA,NA,91.4,0.925,NA,NA
31-May,sm,spidou,5,NA,NA,94.8,0.894,NA,NA
31-May,sm,spidou,6,NA,NA,77.1,0.86,NA,NA
31-May,sm,spidou,7,NA,NA,55.5,0.483,NA,NA
31-May,sm,spidou,8,NA,NA,57.3,0.435,NA,NA
31-May,sm,spidou,9,NA,NA,63.9,0.568,NA,NA
31-May,sm,spidou,10,NA,NA,93.6,0.832,NA,NA
12-Jun,afrf,spipyr,1,NA,NA,114.6,0.771,NA,NA
13-Jun,afrf,spipyr,2,NA,NA,132.3,0.993,NA,NA
03-Jul,afrf,spipyr,11,NA,NA,100.3,0.6,NA,NA
04-Jul,afrf,spipyr,12,NA,NA,115.2,0.576,NA,NA
04-Jul,afrf,spipyr,13,NA,NA,152,0.859,NA,NA
04-Jul,afrf,spipyr,14,NA,NA,108,0.507,NA,NA
13-Jun,afrf,spipyr,16,NA,NA,99.3,0.76,NA,NA
13-Jun,afrf,spipyr,17,NA,NA,97.6,0.591,NA,NA
13-Jun,afrf,spipyr,18,NA,NA,145.1,0.867,NA,NA
12-Jun,afrf,spipyr,19,NA,NA,87.4,0.788,NA,NA
22-Jun,mp,spipyr,1,NA,NA,132.1,0.735,NA,NA
22-Jun,mp,spipyr,2,NA,NA,85.2,0.511,NA,NA
22-Jun,mp,spipyr,3,NA,NA,36.5,0.774,NA,NA
22-Jun,mp,spipyr,4,NA,NA,144.6,0.938,NA,NA
22-Jun,mp,spipyr,5,NA,NA,99.7,0.616,NA,NA
22-Jun,mp,spipyr,6,NA,NA,143.8,1.134,NA,NA
22-Jun,mp,spipyr,7,NA,NA,131.2,1.091,NA,NA
22-Jun,mp,spipyr,8,NA,NA,125.4,0.848,NA,NA
26-Jun,mp,spipyr,9,NA,NA,84.9,0.815,NA,NA
26-Jun,mp,spipyr,10,NA,NA,120,0.635,NA,NA
01-Jun,sm,spipyr,1,NA,NA,101.2,0.838,NA,NA
01-Jun,sm,spipyr,2,NA,NA,87.1,0.674,NA,NA
01-Jun,sm,spipyr,3,NA,NA,99.6,0.82,NA,NA
01-Jun,sm,spipyr,4,NA,NA,67.7,0.562,NA,NA
01-Jun,sm,spipyr,5,NA,NA,90.7,0.647,NA,NA
01-Jun,sm,spipyr,6,NA,NA,96.1,0.585,NA,NA
01-Jun,sm,spipyr,7,NA,NA,72.8,0.625,NA,NA
01-Jun,sm,spipyr,8,NA,NA,11.5,0.658,NA,NA
01-Jun,sm,spipyr,9,NA,NA,136.3,0.972,NA,NA
01-Jun,sm,spipyr,10,NA,NA,104.5,0.513,NA,NA
12-Jun,afrf,symalb,1,NA,NA,73.2,0.556,NA,NA
12-Jun,afrf,symalb,2,NA,NA,122.2,0.699,NA,NA
13-Jun,afrf,symalb,3,NA,NA,126.4,1.031,NA,NA
11-Jun,afrf,symalb,4,NA,NA,115.2,0.78,NA,NA
02-Jul,afrf,symalb,5,NA,NA,114.6,0.604,NA,NA
02-Jul,afrf,symalb,6,NA,NA,95.2,0.55,0.59,NA
02-Jul,afrf,symalb,7,NA,NA,53.5,0.278,NA,NA
02-Jul,afrf,symalb,8,NA,NA,60,0.609,NA,NA
11-Jun,afrf,symalb,11,NA,NA,83.4,0.872,NA,NA
04-Jul,afrf,symalb,12,NA,NA,68.9,0.531,NA,NA
29-Jul,kl,symalb,1,NA,NA,143.1,1.003,0.917,0.985
26-Jul,kl,symalb,2,NA,NA,121.5,0.837,NA,NA
29-Jul,kl,symalb,2_02,NA,NA,166.5,1.036,1.069,NA
26-Jul,kl,symalb,3,NA,NA,66.6,0.6,NA,NA
24-Jul,kl,symalb,7,NA,NA,75.6,0.566,NA,NA
24-Jul,kl,symalb,8,NA,NA,136,1.033,NA,NA
24-Jul,kl,symalb,9,NA,NA,91.1,0.842,NA,NA
26-Jul,kl,symalb,10,NA,NA,128.3,0.961,0.93,NA
26-Jul,kl,symalb,11,NA,NA,82.4,0.666,NA,NA
28-Jul,kl,symalb,12,NA,NA,79.2,0.411,NA,NA
23-Jun,mp,symalb,1,NA,NA,101.5,0.65,NA,NA
25-Jun,mp,symalb,3,NA,NA,100.3,0.701,NA,NA
26-Jun,mp,symalb,4,NA,NA,109.2,0.582,NA,NA
25-Jun,mp,symalb,5,NA,NA,78,0.616,NA,NA
23-Jun,mp,symalb,6,NA,NA,109.6,0.532,NA,NA
25-Jun,mp,symalb,7,NA,NA,97.5,0.584,NA,NA
25-Jun,mp,symalb,8,NA,NA,146.1,1.114,NA,NA
22-Jun,mp,symalb,9,NA,NA,74,0.804,NA,NA
22-Jun,mp,symalb,10,NA,NA,77,0.636,NA,NA
26-Jun,mp,symalb,11,NA,NA,100.3,0.687,0.778,0.768
04-Jun,sm,symalb,2,NA,NA,155.2,1.607,1.718,1.932
29-May,sm,symalb,4,NA,NA,139.3,1.14,NA,NA
31-May,sm,symalb,5,NA,NA,105.1,1.099,NA,NA
31-May,sm,symalb,6,NA,NA,138.7,1.217,NA,NA
30-May,sm,symalb,7,NA,NA,149,1.176,0.956,NA
01-Jun,sm,symalb,8,NA,NA,128.4,1.178,NA,NA
31-May,sm,symalb,9,NA,NA,113.7,0.915,NA,NA
29-May,sm,symalb,11,NA,NA,127.1,1.27,NA,NA
01-Jun,sm,symalb,12,NA,NA,108.5,0.735,NA,NA
04-Jun,sm,symalb,12_02,NA,NA,87.6,0.748,NA,NA
04-Jun,sm,symalb,9_02,NA,NA,160.2,1.511,1.069,1.261
12-Jun,afrf,vacmem,1,NA,NA,44.9,0.508,NA,NA
02-Jul,afrf,vacmem,3,NA,NA,48.2,0.521,NA,NA
02-Jul,afrf,vacmem,4,NA,NA,30.4,0.293,NA,NA
02-Jul,afrf,vacmem,5,NA,NA,68.1,0.971,0.876,0.759
04-Jul,afrf,vacmem,6,NA,NA,35.6,0.366,NA,NA
04-Jul,afrf,vacmem,7,NA,NA,55,0.574,NA,NA
04-Jul,afrf,vacmem,8,NA,NA,51.2,0.677,NA,NA
04-Jul,afrf,vacmem,9,NA,NA,50.1,0.864,NA,NA
04-Jul,afrf,vacmem,10,NA,NA,28.2,0.624,NA,NA
12-Jun,afrf,vacmem,20,NA,NA,43.8,0.493,NA,NA
25-Jul,kl,vacmem,1,NA,NA,65.7,1.187,NA,NA
25-Jul,kl,vacmem,2,NA,NA,91.5,1.558,NA,NA
25-Jul,kl,vacmem,3,NA,NA,91.1,1.387,NA,NA
25-Jul,kl,vacmem,4,NA,NA,80.1,1.102,NA,NA
25-Jul,kl,vacmem,5,NA,NA,78.6,0.764,NA,NA
25-Jul,kl,vacmem,6,NA,NA,80.4,1.087,NA,NA
25-Jul,kl,vacmem,7,NA,NA,75,1.143,NA,NA
25-Jul,kl,vacmem,8,NA,NA,65.2,1.336,NA,NA
25-Jul,kl,vacmem,9,NA,NA,73.4,1.148,NA,NA
25-Jul,kl,vacmem,10,NA,NA,61,0.777,NA,NA
30-Jul,kl,vacmem,11,NA,NA,42,0.625,NA,NA
26-Jun,mp,vacmem,1,NA,NA,101,0.874,NA,NA
23-Jun,mp,vacmem,3,NA,NA,102.7,1.202,1.169,NA
23-Jun,mp,vacmem,4,NA,NA,108.2,1.297,NA,NA
23-Jun,mp,vacmem,5,NA,NA,82.5,0.737,NA,NA
25-Jun,mp,vacmem,5_02,NA,NA,99.2,0.821,NA,NA
25-Jun,mp,vacmem,7,NA,NA,113.3,0.952,NA,NA
26-Jun,mp,vacmem,8,NA,NA,70.1,0.662,NA,NA
26-Jun,mp,vacmem,8,NA,NA,106.9,1.771,NA,NA
23-Jun,mp,vacmem,9,NA,NA,53,0.417,NA,NA
22-Jun,mp,vacmem,11,NA,NA,86.5,0.869,NA,NA
23-Jun,mp,vacmem,12,NA,NA,83.9,0.714,NA,NA
03-Jun,sm,vacmem,1,NA,NA,68.9,0.73,NA,NA
03-Jun,sm,vacmem,2,NA,NA,76.1,0.785,NA,NA
03-Jun,sm,vacmem,3,NA,NA,64.6,0.692,NA,NA
03-Jun,sm,vacmem,4,NA,NA,75.8,0.846,NA,NA
03-Jun,sm,vacmem,5,NA,NA,55.6,0.665,NA,NA
03-Jun,sm,vacmem,6,NA,NA,59.5,0.475,NA,NA
03-Jun,sm,vacmem,7,NA,NA,47,0.44,NA,NA
04-Jun,sm,vacmem,8,NA,NA,60.9,0.748,NA,NA
04-Jun,sm,vacmem,9,NA,NA,55,0.878,NA,NA
04-Jun,sm,vacmem,10,NA,NA,56.9,0.772,NA,NA
12-Jun,afrf,vibedu,1,NA,NA,111.6,0.866,NA,NA
03-Jul,afrf,vibedu,2,NA,NA,74.8,0.822,NA,NA
12-Jun,afrf,vibedu,3,NA,NA,111.8,0.744,NA,NA
13-Jun,afrf,vibedu,3_02,NA,NA,111.8,0.93,NA,NA
02-Jul,afrf,vibedu,4,NA,NA,80.4,1.085,NA,NA
02-Jul,afrf,vibedu,5,NA,NA,136,1.067,NA,NA
02-Jul,afrf,vibedu,6,NA,NA,216.9,1.392,NA,NA
02-Jul,afrf,vibedu,7,NA,NA,118.5,0.856,NA,NA
02-Jul,afrf,vibedu,8,NA,NA,84.7,0.571,NA,NA
02-Jul,afrf,vibedu,11,NA,NA,123.5,0.898,NA,NA
03-Jul,afrf,vibedu,12,NA,NA,150.9,1.345,NA,NA
26-Jul,kl,vibedu,1,NA,NA,190.5,1.594,NA,NA
26-Jul,kl,vibedu,2,NA,NA,66.2,0.609,0.406,NA
26-Jul,kl,vibedu,3,NA,NA,161,1.466,1.157,NA
25-Jul,kl,vibedu,4,NA,NA,181.6,1.55,1.191,NA
25-Jul,kl,vibedu,5,NA,NA,136.4,1.704,1.07,NA
25-Jul,kl,vibedu,6,NA,NA,139.9,0.888,1.253,NA
25-Jul,kl,vibedu,7,NA,NA,168,2.137,NA,NA
25-Jul,kl,vibedu,8,NA,NA,183.1,1.484,1.698,1.513
25-Jul,kl,vibedu,9,NA,NA,310,1.599,1.191,NA
25-Jul,kl,vibedu,10,NA,NA,223.3,2.912,NA,NA
23-Jun,mp,vibedu,2,NA,NA,232.6,1.22,NA,NA
23-Jun,mp,vibedu,4,NA,NA,161.5,10.5,NA,NA
26-Jun,mp,vibedu,5,NA,NA,431,3.931,NA,NA
22-Jun,mp,vibedu,7,NA,NA,217.2,1.75,NA,NA
26-Jun,mp,vibedu,8,NA,NA,172.3,1.086,NA,NA
22-Jun,mp,vibedu,9,NA,NA,133.1,0.879,NA,NA
22-Jun,mp,vibedu,10,NA,NA,260.4,1.248,NA,NA
23-Jun,mp,vibedu,12,NA,NA,146.1,1.087,NA,NA
26-Jun,mp,vibedu,13,NA,NA,256.1,1.306,NA,NA
26-Jun,mp,vibedu,14,NA,NA,261,1.183,2.084,NA
30-May,sm,vibedu,1,NA,NA,107.8,0.768,NA,NA
03-Jun,sm,vibedu,5,NA,NA,143.5,0.659,NA,NA
29-May,sm,vibedu,7,NA,NA,235,1.72,NA,NA
31-May,sm,vibedu,8,NA,NA,131.6,0.898,NA,NA
30-May,sm,vibedu,9,NA,NA,176.1,1.26,NA,NA
30-May,sm,vibedu,10,NA,NA,143.4,8.73,NA,NA
29-May,sm,vibedu,12,NA,NA,160.4,1.37,NA,NA
05-Jun,sm,vibedu,19,NA,NA,191.1,1.669,NA,NA
05-Jun,sm,vibedu,20,NA,NA,193.6,1.913,NA,NA
04-Jun,sm,vibedu,11,NA,NA,196.8,1.004,NA,NA
